".rownames","t","y","estimate","Resid"
"R1",1848,-0.47384789141098,-0.388715387060268,-0.0851325043507123
"R1",1849,-0.47384789141098,-0.389514298005647,-0.0843335934053332
"R1",1850,-0.47384789141098,-0.40064271169848,-0.0732051797125
"R1",1851,-0.47384789141098,-0.41177296214459,-0.0620749292663904
"R1",1852,-0.47384789141098,-0.405405132388889,-0.0684427590220914
"R1",1853,-0.47384789141098,-0.404352134402821,-0.0694957570081589
"R1",1854,-0.47384789141098,-0.393869271194507,-0.0799786202164734
"R1",1855,-0.47384789141098,-0.418318416617243,-0.0555294747937369
"R1",1856,-0.47384789141098,-0.456387656384744,-0.0174602350262361
"R1",1857,-0.47384789141098,-0.462088007627013,-0.0117598837839672
"R1",1858,-0.47384789141098,-0.445748193931116,-0.0280996974798641
"R1",1859,-0.47384789141098,-0.417448414161725,-0.0563994772492549
"R1",1860,-0.47384789141098,-0.412445569185018,-0.0614023222259624
"R1",1861,-0.47384789141098,-0.408322969401836,-0.0655249220091444
"R1",1862,-0.47384789141098,-0.398188460459411,-0.075659430951569
"R1",1863,-0.47384789141098,-0.385933941065025,-0.0879139503459553
"R1",1864,-0.47384789141098,-0.382254218494099,-0.091593672916881
"R1",1865,-0.47384789141098,-0.378459245809126,-0.0953886456018544
"R1",1866,-0.47384789141098,-0.545535223648894,0.0716873322379136
"R1",1867,-0.47384789141098,-0.53730631085708,0.0634584194460998
"R1",1868,-0.47384789141098,-0.464459391906245,-0.00938849950473503
"R1",1869,-0.47384789141098,-0.447478192259945,-0.0263696991510353
"R1",1870,-0.45003821005337,-0.596005415204778,0.145967205151409
"R1",1871,0.0975844611716705,-0.44318690039959,0.540771361571261
"R1",1872,0.716636176469542,-0.00182617649099802,0.71846235296054
"R1",1873,0.692826495111932,0.541298323214098,0.151528171897834
"R1",1874,0.121394142529281,0.659689725589615,-0.538295583060334
"R1",1875,0.0737747798140601,0.258835265780418,-0.185060485966358
"R1",1876,0.0499650984564497,0.153406172417092,-0.103441073960642
"R1",1877,0.0499650984564497,0.131936227039265,-0.081971128582815
"R1",1878,0.0261554170988392,0.128278710380536,-0.102123293281697
"R1",1879,0.0261554170988392,0.110525313425576,-0.0843698963267369
"R1",1880,0.169013505244502,0.109775553711155,0.0592379515333467
"R1",1881,0.192823186602112,0.2149409476461,-0.0221177610439875
"R1",1882,0.907113627330426,0.253140162580705,0.65397346474972
"R1",1883,1.02616203411848,0.830963993228492,0.195198040889986
"R1",1884,0.978542671403257,0.967327111051238,0.0112155603520194
"R1",1885,0.930923308688036,0.79154480644614,0.139378502241896
"R1",1886,0.716636176469542,0.862811044963497,-0.146174868493955
"R1",1887,0.192823186602112,0.730124981499046,-0.537301794896933
"R1",1888,0.692826495111932,0.315715962957827,0.377110532154105
"R1",1889,0.692826495111932,0.626931710851729,0.0658947842602023
"R1",1890,0.716636176469542,0.686010314205444,0.0306258622640986
"R1",1891,0.645207132396711,0.691459774610789,-0.0462526422140783
"R1",1892,0.692826495111932,0.643151787275876,0.0496747078360563
"R1",1893,0.59758776968149,0.694649299934868,-0.0970615302533784
"R1",1894,0.811874901899984,0.640191623422883,0.171683278477101
"R1",1895,0.835684583257594,0.786502954003005,0.0491816292545897
"R1",1896,0.6213974510391,0.829895504439299,-0.208498053400198
"R1",1897,0.57377808832388,0.611459445397255,-0.0376813570733751
"R1",1898,0.57377808832388,0.520465172754239,0.0533129155696408
"R1",1899,0.502349044251048,0.558835618480008,-0.0564865742289601
"R1",1900,0.192823186602112,0.518861910181787,-0.326038723579674
"R1",1901,0.192823186602112,0.263024145556776,-0.0702009589546633
"R1",1902,0.192823186602112,0.150591915586938,0.0422312710151745
"R1",1903,0.192823186602112,0.0948440778483459,0.0979791087537663
"R1",1904,0.145203823886891,0.110348243413816,0.0348555804730756
"R1",1905,0.145203823886891,0.0976594768628839,0.0475443470240076
"R1",1906,0.216632867959723,0.108773490473197,0.107859377486526
"R1",1907,0.216632867959723,0.155591644046148,0.0610412239135743
"R1",1908,0.645207132396711,0.175304814485491,0.469902317911219
"R1",1909,0.264252230674944,0.424450688282053,-0.160198457607109
"R1",1910,0.0261554170988392,0.161414764176963,-0.135259347078123
"R1",1911,0.192823186602112,-0.0607533989277477,0.25357658552986
"R1",1912,-0.47384789141098,0.0488517549575962,-0.522699646368576
"R1",1913,-0.47384789141098,-0.416367981783591,-0.0574799096273892
"R1",1914,-0.47384789141098,-0.490882699351382,0.0170348079404018
"R1",1915,-0.47384789141098,-0.472629143812839,-0.00121874759814139
"R1",1916,-0.47384789141098,-0.472786483971784,-0.00106140743919608
"R1",1917,-0.47384789141098,-0.4714751480387,-0.00237274337227972
"R1",1918,-0.47384789141098,-0.821634571910676,0.347786680499695
"R1",1919,-0.47384789141098,-0.766483827748245,0.292635936337265
"R1",1920,-0.47384789141098,-0.580170177391474,0.106322285980494
"R1",1921,-0.47384789141098,-0.491437394410868,0.0175895029998874
"R1",1922,-0.47384789141098,-0.464759169091973,-0.00908872231900687
"R1",1923,-0.47384789141098,-0.44408432669998,-0.0297635647110004
"R1",1924,-0.47384789141098,-0.440730136246527,-0.0331177551644529
"R1",1925,-0.47384789141098,-0.449457758920209,-0.0243901324907714
"R1",1926,-0.47384789141098,-0.507626381713789,0.0337784903028087
"R1",1927,-0.47384789141098,-0.582820469477519,0.108972578066538
"R1",1928,-0.47384789141098,-0.535769704553225,0.0619218131422447
"R1",1929,-0.47384789141098,-0.518244904776558,0.0443970133655776
"R1",1930,-0.47384789141098,-0.517648786994674,0.0438008955836942
"R1",1931,-0.47384789141098,-0.51101108847544,0.03716319706446
"R1",1932,-0.47384789141098,-0.513372292822216,0.0395244014112359
"R1",1933,-0.47384789141098,-0.499231042756314,0.0253831513453339
"R1",1934,-0.47384789141098,-0.480448377262566,0.0066004858515854
