"RiverReach2_Date","ExtentDry","DiffExtentDry","SumDaysDry","DiffSumDaysDry","UpperLocationDry","DiffUpperLocationDry","Precip_Bernardo_mm","TempMax_Bernardo_C","MnDischarge_Reach2","Diversion_Isleta_Totalcfs","Returns_Totalcfs"
2012-10-07,4.5,-0.4,561,37,137.5,-0.5,0,28.9,2.19,208.74,994.342105263158
2012-10-08,4.5,0,606,45,137.5,0,0,23.9,2.385,231.26,994.148148148148
2012-10-09,4.5,0,651,45,137.5,0,0,28.9,2.195,220.71,994.270833333333
2012-10-10,4.5,0,696,45,137.5,0,0,30,2.06,201.9,994.3125
2012-10-11,4.5,0,741,45,137.5,0,0,29.4,2.2,186.71,891
2012-10-12,4.5,0,786,45,137.5,0,0,28.3,2.23,192.98,746.25
2012-10-13,4.5,0,831,45,137.5,0,0,28.3,2.39,209.96,994.020833333333
2012-10-14,4.5,0,876,45,137.5,0,0,25.6,3.02,238.23,415.9375
2012-10-15,4.5,0,921,45,137.5,0,0,26.1,3.53,331.19,3
2012-10-16,4.1,-0.4,902,-19,137,-0.5,0,27.2,4.285,335.85,3
2012-10-17,4.1,0,943,41,137,0,0,28.9,3.59,344.44,3
2012-10-18,4.1,0,984,41,137,0,0,32.2,3.5,326.46,3
2012-10-19,4.1,0,1025,41,137,0,0,28.3,3.67,242.48,3
2012-10-20,2.9,-1.2,726,-299,136.5,-0.5,0,29.4,3.955,241.92,436.5625
2012-10-21,2.9,0,755,29,136.5,0,0,30.6,4.605,236.94,998.375
2012-10-22,2.9,0,784,29,136.5,0,0,30,3.825,239.79,994
2012-10-23,2.9,0,813,29,136.5,0,0,26.7,3.855,224.73,994
2012-10-24,2.9,0,842,29,136.5,0,0,28.9,3.765,236.75,994
2012-10-25,2.9,0,871,29,136.5,0,0,29.4,3.715,211.1,994
2012-10-26,2.9,0,900,29,136.5,0,0,22.2,3.965,199.67,994
2012-10-27,2.5,-0.4,817,-83,136,-0.5,0,18.9,4.46,187.69,994
2012-10-28,2.5,0,842,25,136,0,0,19.4,5.895,185.09,649.304347826087
2012-10-29,2.5,0,867,25,136,0,0,23.9,6.65,0,0
2012-10-30,2.1,-0.4,768,-99,135.5,-0.5,0,26.7,7.995,198.14,3
2012-10-31,1.7,-0.4,661,-107,135,-0.5,0,28.3,7.665,157.85,3
2012-11-01,0,-1.7,0,-661,NA,NA,0,27.8,17.29,117.17,0
2012-11-02,0,0,0,0,NA,NA,0,26.7,56.5,103.91,0
2012-11-03,0,0,0,0,NA,NA,0,26.7,87.5,105.91,0
2012-11-04,0,0,0,0,NA,NA,0,26.1,109.7,104.77,0
2012-11-05,0,0,0,0,NA,NA,0,26.1,130,99.37,0
2012-11-06,0,0,0,0,NA,NA,0,26.7,155,95.02,0
2012-11-07,0,0,0,0,NA,NA,0,27.2,160.5,80.58,0
2012-11-08,0,0,0,0,NA,NA,0,26.7,185,54.48,0
2012-11-09,0,0,0,0,NA,NA,0.3,24.4,191,58.62,0
2012-11-10,0,0,0,0,NA,NA,0,20,211,64,0
2012-11-11,0,0,0,0,NA,NA,0,18.9,211.5,62.48,0
2012-11-12,0,0,0,0,NA,NA,0,10.6,220,61.48,0
2012-11-13,0,0,0,0,NA,NA,0,14.4,226,37.89,0
2012-11-14,0,0,0,0,NA,NA,0,17.8,242.5,40.74,0
2012-11-15,0,0,0,0,NA,NA,0,NA,246,34.67,0
2012-11-16,0,0,0,0,NA,NA,0,21.1,266,1682.43,0
2012-11-17,0,0,0,0,NA,NA,0,20,302,2508.62,0
2012-11-18,0,0,0,0,NA,NA,2.5,16.7,366.5,2508.67,0
2012-11-19,0,0,0,0,NA,NA,0,18.9,409.5,2509.15,0
2012-11-20,0,0,0,0,NA,NA,0,21.1,423,2498.2,0
2012-11-21,0,0,0,0,NA,NA,0,20.6,449.5,13.65,0
2012-11-22,0,0,0,0,NA,NA,0,NA,564,15.23,0
2012-11-23,0,0,0,0,NA,NA,0,23.9,611.5,18.04,0
2012-11-24,0,0,0,0,NA,NA,0,19.4,664.5,18.31,0
2012-11-25,0,0,0,0,NA,NA,0,18.3,668,18.79,0
2012-11-26,0,0,0,0,NA,NA,0,21.7,666,19.35,0
2012-11-27,0,0,0,0,NA,NA,0,22.2,676,21.1,0
2012-11-28,0,0,0,0,NA,NA,0,17.8,724,83.29,0
2012-11-29,0,0,0,0,NA,NA,0,21.1,786.5,119.98,0
2012-11-30,0,0,0,0,NA,NA,0,21.7,802,107.3,0
2012-12-01,0,0,0,0,NA,NA,0,21.7,813,0,0
2012-12-02,0,0,0,0,NA,NA,0,22.8,815.5,0,0
2012-12-03,0,0,0,0,NA,NA,0,21.1,823.5,0,0
2012-12-04,0,0,0,0,NA,NA,0,23.9,821,0,0
2012-12-05,0,0,0,0,NA,NA,0,20,825,0,0
2012-12-06,0,0,0,0,NA,NA,0,18.9,830,0,0
2012-12-07,0,0,0,0,NA,NA,0,20,829,0,0
2012-12-08,0,0,0,0,NA,NA,0,21.7,836,0,0
2012-12-09,0,0,0,0,NA,NA,0,19.4,852,0,0
2012-12-10,0,0,0,0,NA,NA,0,19.4,860.5,0,0
2012-12-11,0,0,0,0,NA,NA,0,10,856,0,0
2012-12-12,0,0,0,0,NA,NA,0,12.2,857,0,0
2012-12-13,0,0,0,0,NA,NA,0,13.9,854.5,0,0
2012-12-14,0,0,0,0,NA,NA,0,16.1,755,0,0
2012-12-15,0,0,0,0,NA,NA,16,9.4,705,0,0
2012-12-16,0,0,0,0,NA,NA,2.5,11.7,735,0,0
2012-12-17,0,0,0,0,NA,NA,0,10,730,0,0
2012-12-18,0,0,0,0,NA,NA,0,10.6,723.5,0,0
2012-12-19,0,0,0,0,NA,NA,0,11.7,791,0,0
2012-12-20,0,0,0,0,NA,NA,0,10.6,880.5,0,0
2012-12-21,0,0,0,0,NA,NA,0,7.8,887,0,0
2012-12-22,0,0,0,0,NA,NA,0,10,870,0,0
2012-12-23,0,0,0,0,NA,NA,0,12.2,742,0,0
2012-12-24,0,0,0,0,NA,NA,0,15.6,685.5,0,0
2012-12-25,0,0,0,0,NA,NA,NA,NA,679.5,0,0
2012-12-26,0,0,0,0,NA,NA,0,14.4,670,0,0
2012-12-27,0,0,0,0,NA,NA,0,10.6,661,0,0
2012-12-28,0,0,0,0,NA,NA,0,9.4,655.5,0,0
2012-12-29,0,0,0,0,NA,NA,0,9.4,556.5,0,0
2012-12-30,0,0,0,0,NA,NA,0,7.2,465,0,0
2012-12-31,0,0,0,0,NA,NA,0.3,7.2,452,0,0
2013-01-01,0,0,0,0,NA,NA,NA,NA,449,0,0
2013-01-02,0,0,0,0,NA,NA,0,8.3,360,0,0
2013-01-03,0,0,0,0,NA,NA,0,8.3,307.5,0,0
2013-01-04,0,0,0,0,NA,NA,0,2.8,292,0,0
2013-01-05,0,0,0,0,NA,NA,0,5,276.5,0,0
2013-01-06,0,0,0,0,NA,NA,0,9.4,263,0,0
2013-01-07,0,0,0,0,NA,NA,0,8.3,269.5,0,0
2013-01-08,0,0,0,0,NA,NA,0,13.9,252,0,0
2013-01-09,0,0,0,0,NA,NA,0,13.9,244.5,0,0
2013-01-10,0,0,0,0,NA,NA,0,15.6,267.5,0,0
2013-01-11,0,0,0,0,NA,NA,0,12.2,344.5,0,0
2013-01-12,0,0,0,0,NA,NA,0,8.9,349,0,0
2013-01-13,0,0,0,0,NA,NA,0,5,346,0,0
2013-01-14,0,0,0,0,NA,NA,0,14.4,347,0,0
2013-01-15,0,0,0,0,NA,NA,0,4.4,342,0,0
2013-01-16,0,0,0,0,NA,NA,0,2.8,354.5,0,0
2013-01-17,0,0,0,0,NA,NA,0,10.6,371.5,0,0
2013-01-18,0,0,0,0,NA,NA,0,12.2,362,0,0
2013-01-19,0,0,0,0,NA,NA,0,14.4,361,0,0
2013-01-20,0,0,0,0,NA,NA,0,16.7,365.5,0,0
2013-01-21,0,0,0,0,NA,NA,0,16.1,390.5,0,0
2013-01-22,0,0,0,0,NA,NA,0,16.1,359.5,0,0
2013-01-23,0,0,0,0,NA,NA,0,19.4,362,0,0
2013-01-24,0,0,0,0,NA,NA,0,18.9,368,0,0
2013-01-25,0,0,0,0,NA,NA,0,16.7,380.5,0,0
2013-01-26,0,0,0,0,NA,NA,0.3,19.4,392,0,0
2013-01-27,0,0,0,0,NA,NA,3,17.2,405.5,0,0
2013-01-28,0,0,0,0,NA,NA,0,17.8,467,0,0
2013-01-29,0,0,0,0,NA,NA,0,16.7,474,0,0
2013-01-30,0,0,0,0,NA,NA,0,6.1,460,0,0
2013-01-31,0,0,0,0,NA,NA,0,11.1,460.5,0,0
2013-02-01,0,0,0,0,NA,NA,0,15,456,0,0
2013-02-02,0,0,0,0,NA,NA,0,16.1,453.5,0,0
2013-02-03,0,0,0,0,NA,NA,0,19.4,448,0,0
2013-02-04,0,0,0,0,NA,NA,0,14.4,460,0,0
2013-02-05,0,0,0,0,NA,NA,0,19.4,458.5,0,0
2013-02-06,0,0,0,0,NA,NA,0,20,454,0,0
2013-02-07,0,0,0,0,NA,NA,0,19.4,498,0,0
2013-02-08,0,0,0,0,NA,NA,0,18.9,538.5,0,0
2013-02-09,0,0,0,0,NA,NA,0,17.8,462.5,0,0
2013-02-10,0,0,0,0,NA,NA,0,11.7,435,0,0
2013-02-11,0,0,0,0,NA,NA,0,10,454,0,0
2013-02-12,0,0,0,0,NA,NA,0,12.8,444.5,0,0
2013-02-13,0,0,0,0,NA,NA,0,12.8,422.5,0,0
2013-02-14,0,0,0,0,NA,NA,0,12.8,423.5,0,0
2013-02-15,0,0,0,0,NA,NA,0,16.7,431.5,0,0
2013-02-16,0,0,0,0,NA,NA,0,17.8,434,0,0
2013-02-17,0,0,0,0,NA,NA,0,17.2,433.5,0,0
2013-02-18,0,0,0,0,NA,NA,0,19.4,437.5,0,0
2013-02-19,0,0,0,0,NA,NA,0,20,430.5,0,0
2013-02-20,0,0,0,0,NA,NA,0,17.2,430,0,0
2013-02-21,0,0,0,0,NA,NA,0,12.8,439.5,0,0
2013-02-22,0,0,0,0,NA,NA,0,13.3,433,0,0
2013-02-23,0,0,0,0,NA,NA,0,14.4,435.5,0,0
2013-02-24,0,0,0,0,NA,NA,2.5,11.7,432.5,0,0
2013-02-25,0,0,0,0,NA,NA,0,8.9,433,0,0
2013-02-26,0,0,0,0,NA,NA,0,11.7,418,0,0
2013-02-27,0,0,0,0,NA,NA,0,17.2,416,0,0
2013-02-28,0,0,0,0,NA,NA,0,12.2,390.5,0,0
2013-03-01,0,0,0,0,NA,NA,0,15.6,339.5,117.15,159.708333333334
2013-03-02,0,0,0,0,NA,NA,0,19.4,269.5,120.19,366.875
2013-03-03,0,0,0,0,NA,NA,0,21.1,229.5,103.58,368.895833333333
2013-03-04,0,0,0,0,NA,NA,0,25.6,257.5,175.35,380.895833333334
2013-03-05,0,0,0,0,NA,NA,0,22.8,270,194.63,378.708333333333
2013-03-06,0,0,0,0,NA,NA,0,20,266,238.67,394.333333333334
2013-03-07,0,0,0,0,NA,NA,0,23.3,197.5,191.9,593.520833333334
2013-03-08,0,0,0,0,NA,NA,1.5,24.4,162,176.6,641.577777777777
2013-03-09,0,0,0,0,NA,NA,0,19.4,170.5,175.04,453.791666666667
2013-03-10,0,0,0,0,NA,NA,0,18.3,180,206.65,404.630434782609
2013-03-11,0,0,0,0,NA,NA,0,22.2,227,213.1,442.0625
2013-03-12,0,0,0,0,NA,NA,0,20.6,233.5,228.75,485.854166666667
2013-03-13,0,0,0,0,NA,NA,0,23.9,272,258.19,566.8125
2013-03-14,0,0,0,0,NA,NA,0,25,214.5,254.06,527
2013-03-15,0,0,0,0,NA,NA,0,28.3,156.5,244.79,401.458333333333
2013-03-16,0,0,0,0,NA,NA,0,29.4,152,233.33,394.875
2013-03-17,0,0,0,0,NA,NA,0,28.9,142,213.83,415.5625
2013-03-18,0,0,0,0,NA,NA,0,25,185,242.21,377.148936170213
2013-03-19,0,0,0,0,NA,NA,0,25.6,192,248.97,338.541666666667
2013-03-20,0,0,0,0,NA,NA,0,23.9,167,242.93,339.166666666667
2013-03-21,0,0,0,0,NA,NA,0,20.6,160.5,258.27,355
2013-03-22,0,0,0,0,NA,NA,0,27.2,144.5,262.06,344.479166666667
2013-03-23,0,0,0,0,NA,NA,0,22.8,157,290.69,332.8125
2013-03-24,0,0,0,0,NA,NA,0,18.3,141.5,332.13,327.979166666667
2013-03-25,0,0,0,0,NA,NA,0,NA,142,326.21,330.25
2013-03-26,0,0,0,0,NA,NA,0,18.3,140.5,222.48,335.583333333333
2013-03-27,0,0,0,0,NA,NA,0,21.1,128.5,215.96,350.3125
2013-03-28,0,0,0,0,NA,NA,0,23.3,126.5,196.42,357.416666666666
2013-03-29,0,0,0,0,NA,NA,0,26.1,127.5,183.06,356.604166666667
2013-03-30,0,0,0,0,NA,NA,0,27.2,123,263.33,354.375
2013-03-31,0,0,0,0,NA,NA,0,NA,110,245.21,364.875
2013-04-01,0,0,0,0,NA,NA,0,26.1,117.5,240.21,364.0625
2013-04-02,0,0,0,0,NA,NA,0,NA,116.5,262.33,357.791666666667
2013-04-03,0,0,0,0,NA,NA,0,28.3,106.1,236.75,351.958333333333
2013-04-04,0,0,0,0,NA,NA,0,28.3,104.6,230.63,352.666666666667
2013-04-05,0,0,0,0,NA,NA,0,26.1,107,261.79,355.625
2013-04-06,0,0,0,0,NA,NA,0,28.3,106.25,269.12,367.270833333333
2013-04-07,0,0,0,0,NA,NA,0,27.2,103.7,325.35,368.208333333333
2013-04-08,0,0,0,0,NA,NA,0,28.9,98.35,303.39,361.913043478261
2013-04-09,0,0,0,0,NA,NA,0,26.1,101.45,392.17,331.276595744681
2013-04-10,0,0,0,0,NA,NA,1.5,16.7,112,401.85,332.708333333333
2013-04-11,0,0,0,0,NA,NA,0,15.6,106.5,406.87,344
2013-04-12,0,0,0,0,NA,NA,0,22.8,112.5,400.5,356.479166666667
2013-04-13,0,0,0,0,NA,NA,0,22.8,131.5,369.94,358.458333333333
2013-04-14,0,0,0,0,NA,NA,0,27.2,140,362.75,367.395833333333
2013-04-15,0,0,0,0,NA,NA,0,30,137.5,357.4,358.5625
2013-04-16,0,0,0,0,NA,NA,0,30.6,133,328.66,363.978723404255
2013-04-17,0,0,0,0,NA,NA,0,28.9,152,306.31,356.958333333333
2013-04-18,0,0,0,0,NA,NA,0,24.4,254.5,241.04,344.125
2013-04-19,0,0,0,0,NA,NA,0,16.7,228,190.08,344.895833333333
2013-04-20,0,0,0,0,NA,NA,0,20,205.5,180.81,353.729166666667
2013-04-21,0,0,0,0,NA,NA,0,26.7,187.5,179.77,359.458333333333
2013-04-22,0,0,0,0,NA,NA,0,28.3,187.5,235.85,367.666666666667
2013-04-23,0,0,0,0,NA,NA,0,31.7,157.5,246.85,358.895833333333
2013-04-24,0,0,0,0,NA,NA,0,30.6,96.6,246.49,347.63829787234
2013-04-25,0,0,0,0,NA,NA,0,24.4,94.65,246.17,360.75
2013-04-26,0,0,0,0,NA,NA,0,27.2,107.1,264.73,363.979166666667
2013-04-27,0,0,0,0,NA,NA,0,28.9,127,346.58,367.979166666667
2013-04-28,0,0,0,0,NA,NA,0,28.9,127.5,445.58,366.458333333333
2013-04-29,0,0,0,0,NA,NA,NA,NA,128.5,455.92,370.8125
2013-04-30,0,0,0,0,NA,NA,0,32.8,129.5,376.19,378.145833333333
2013-05-01,0,0,0,0,NA,NA,0,33.3,126,386.5,373.875
2013-05-02,0,0,0,0,NA,NA,0,33.3,123,392.81,351.979166666667
2013-05-03,0,0,0,0,NA,NA,0,20,131.5,391.4,349.75
2013-05-04,0,0,0,0,NA,NA,0,20.6,146.5,419.71,356.229166666666
2013-05-05,0,0,0,0,NA,NA,0,27.8,152.5,343.04,361.9375
2013-05-06,0,0,0,0,NA,NA,0,27.8,195,381.52,363.5
2013-05-07,0,0,0,0,NA,NA,0,26.1,170,418.21,362.9375
2013-05-08,0,0,0,0,NA,NA,0,26.7,140,412.98,364.085106382979
2013-05-09,0,0,0,0,NA,NA,0,26.7,133,405.42,369.708333333333
2013-05-10,0,0,0,0,NA,NA,7.4,26.1,129.5,406.77,362.229166666667
2013-05-11,0,0,0,0,NA,NA,0,26.1,129,406.4,357.458333333333
2013-05-12,0,0,0,0,NA,NA,0.3,25,126.5,416.21,368.479166666667
2013-05-13,0,0,0,0,NA,NA,0,27.8,130,399.21,370.4375
2013-05-14,0,0,0,0,NA,NA,0,30.6,135,399,372.0625
2013-05-15,0,0,0,0,NA,NA,0,31.1,124,242.21,225.25
2013-05-16,0,0,0,0,NA,NA,0,35,186.5,327.25,4.95833333333333
2013-05-17,0,0,0,0,NA,NA,0,34.4,173,357.85,5
2013-05-18,0,0,0,0,NA,NA,0,33.3,130,358.42,5
2013-05-19,0,0,0,0,NA,NA,0,30.6,125.5,357.35,5
2013-05-20,0,0,0,0,NA,NA,0,31.1,122.5,366.25,5
2013-05-21,0,0,0,0,NA,NA,0,32.2,117.5,360.04,5
2013-05-22,0,0,0,0,NA,NA,0,31.1,120,386.1,5
2013-05-23,0,0,0,0,NA,NA,0,35,131.5,409.81,5
2013-05-24,0,0,0,0,NA,NA,0,36.7,130,375.48,5
2013-05-25,0,0,0,0,NA,NA,0,33.9,120,300.48,5.22916666666667
2013-05-26,0,0,0,0,NA,NA,0,35,121,263.98,6.52083333333333
2013-05-27,0,0,0,0,NA,NA,0,34.4,110,275.17,5.66666666666667
2013-05-28,0,0,0,0,NA,NA,0,32.8,109.3,313.79,4.95833333333333
2013-05-29,0,0,0,0,NA,NA,0,32.8,109.5,363.42,5
2013-05-30,0,0,0,0,NA,NA,0,32.2,107.15,352.35,5
2013-05-31,0,0,0,0,NA,NA,0,34.4,103.2,350.1,5
2013-06-01,0,0,0,0,NA,NA,0,36.7,100.35,383.08,5
2013-06-02,0,0,0,0,NA,NA,0,36.1,108.55,374.83,5
2013-06-03,0,0,0,0,NA,NA,2,35,125.5,381.9,5.70833333333333
2013-06-04,0,0,0,0,NA,NA,0,36.1,122.5,379.4,17.8333333333333
2013-06-05,0,0,0,0,NA,NA,0,37.2,114,371.21,5
2013-06-06,0,0,0,0,NA,NA,0,35.6,109.3,505.4,6
2013-06-07,0,0,0,0,NA,NA,0,35.6,112.65,489.1,5
2013-06-08,0,0,0,0,NA,NA,0.5,34.4,110.5,392.63,5
2013-06-09,0,0,0,0,NA,NA,0,38.9,85.05,382.37,5
2013-06-10,0,0,0,0,NA,NA,0,40,79.95,388.18,5
2013-06-11,0,0,0,0,NA,NA,0,39.4,70.6,383.54,5
2013-06-12,0,0,0,0,NA,NA,0,40.6,53.8,342.98,5.10416666666667
2013-06-13,0,0,0,0,NA,NA,0,42.2,44.4,357.15,5
2013-06-14,0,0,0,0,NA,NA,0,39.4,36,372.93,5
2013-06-15,0,0,0,0,NA,NA,0,36.1,31.75,317.38,5
2013-06-16,0,0,0,0,NA,NA,0,38.9,29.7,301.9,5
2013-06-17,0,0,0,0,NA,NA,0,37.8,22.15,351.4,5
2013-06-18,0,0,0,0,NA,NA,0,37.2,18.9,357.77,7.59574468085106
2013-06-19,0,0,0,0,NA,NA,0,36.1,14.485,356.67,9.0625
2013-06-20,0,0,0,0,NA,NA,0,39.4,10.575,336.38,8.0625
2013-06-21,0,0,0,0,NA,NA,0,37.2,7.78,316.46,7.10416666666667
2013-06-22,0.2,0.2,3,3,134,NA,0,37.2,6.045,328.23,7.29166666666667
2013-06-23,2.6,2.4,43,40,135,1,0,36.1,5.16,376.42,8.29166666666667
2013-06-24,3.4,0.8,107,64,135,0,NA,NA,5.15,402.42,8.625
2013-06-25,3.4,0,175,68,135,0,NA,NA,5.88,391.15,6.97916666666667
2013-06-26,3.4,0,243,68,135,0,NA,NA,5.42,416.71,8.1875
2013-06-27,3.4,0,311,68,135,0,NA,NA,5.635,471,15.0625
2013-06-28,13.8,10.4,311,0,150,15,0,43.9,5.17,437.58,23.7708333333334
2013-06-29,1,-12.8,111,-200,133.5,-16.5,0,38.9,5.96,423.33,15.25
2013-06-30,0,-1,0,-111,NA,NA,0,38.9,6.545,439.65,14.2291666666667
2013-07-01,0,0,0,0,NA,NA,1.5,40,7.455,423.94,13.4468085106383
2013-07-02,0,0,0,0,NA,NA,0.5,35,10.21,443.23,14.0833333333334
2013-07-03,0,0,0,0,NA,NA,1,32.2,9.38,461.25,8.58333333333333
2013-07-04,0,0,0,0,NA,NA,NA,NA,8.23,255,7.35416666666667
2013-07-05,0,0,0,0,NA,NA,0,36.1,6.79,205.58,7.125
2013-07-06,0,0,0,0,NA,NA,0,37.8,5.835,305.08,9.39583333333333
2013-07-07,1,1,15,15,133.5,NA,0,38.3,6.84,268.98,12.1875
2013-07-08,0,-1,0,-15,NA,NA,0,38.9,9.295,322.88,9.33333333333333
2013-07-09,0,0,0,0,NA,NA,2.5,38.3,8.965,373.58,9.1875
2013-07-10,0,0,0,0,NA,NA,14.7,37.8,48.25,393.07,13.4347826086956
2013-07-11,0,0,0,0,NA,NA,16.5,35.6,95.35,371.4,15.0625
2013-07-12,0,0,0,0,NA,NA,0,31.1,25.15,339.04,9.8125
2013-07-13,0,0,0,0,NA,NA,0,35,14.45,393.98,10.9583333333333
2013-07-14,0,0,0,0,NA,NA,0,37.2,17.9,337.27,18.8125
2013-07-15,0,0,0,0,NA,NA,0.3,38.9,22.45,365.6,18.9375
2013-07-16,0,0,0,0,NA,NA,3.3,25,18.55,329.54,16.9166666666667
2013-07-17,0,0,0,0,NA,NA,4.8,30.6,17.1,228.69,12.125
2013-07-18,0,0,0,0,NA,NA,NA,NA,17.35,157.29,9.60416666666666
2013-07-19,0,0,0,0,NA,NA,0,31.1,14.95,175.46,9.29166666666667
2013-07-20,0,0,0,0,NA,NA,0,32.2,11.33,242.1,9.45833333333333
2013-07-21,0,0,0,0,NA,NA,2,33.3,59.6,310.4,10.8333333333333
2013-07-22,0,0,0,0,NA,NA,0.3,34.4,73.7,297.83,12.375
2013-07-23,0,0,0,0,NA,NA,5.1,NA,43.25,216.49,12.5744680851064
2013-07-24,0,0,0,0,NA,NA,0,NA,21.75,170.44,11.2291666666667
2013-07-25,0,0,0,0,NA,NA,0,NA,43.65,178.04,35.625
2013-07-26,0,0,0,0,NA,NA,0,37.8,80.75,312.5,59.7083333333334
2013-07-27,0,0,0,0,NA,NA,34.3,35.6,473.5,76.77,135.583333333333
2013-07-28,0,0,0,0,NA,NA,0.3,28.3,1715,2051.77,151.041666666667
2013-07-29,0,0,0,0,NA,NA,1,32.2,1240,1412.42,101.041666666667
2013-07-30,0,0,0,0,NA,NA,0.3,NA,696,136.1,92.5833333333334
2013-07-31,0,0,0,0,NA,NA,0,36.7,537,151.55,95.2553191489361
2013-08-01,0,0,0,0,NA,NA,3.3,36.7,436.5,140.49,99.4042553191489
2013-08-02,0,0,0,0,NA,NA,1.3,32.8,353.5,166.29,40.5416666666666
2013-08-03,0,0,0,0,NA,NA,2,35.6,209.5,173.52,12.6041666666667
2013-08-04,0,0,0,0,NA,NA,0,35,218,188.94,11.6458333333333
2013-08-05,0,0,0,0,NA,NA,1.5,NA,242,244.74,11.7446808510638
2013-08-06,0,0,0,0,NA,NA,2.8,36.7,83.2,362.04,10.6875
2013-08-07,0,0,0,0,NA,NA,3.6,NA,100.85,253.51,15.4042553191489
2013-08-08,0,0,0,0,NA,NA,1.5,32.2,42.25,335.73,17.25
2013-08-09,0,0,0,0,NA,NA,8.1,34.4,36.3,409.25,17.9166666666666
2013-08-10,0,0,0,0,NA,NA,5.8,28.3,50.45,357.46,18.3958333333333
2013-08-11,0,0,0,0,NA,NA,NA,NA,59.05,371.54,66.1875000000001
2013-08-12,0,0,0,0,NA,NA,12.7,27.8,68.15,306.94,49.6382978723405
2013-08-13,0,0,0,0,NA,NA,15.2,28.9,72.5,317.25,16.5090579710145
2013-08-14,0,0,0,0,NA,NA,2.3,NA,51.9,217.72,16
2013-08-15,0,0,0,0,NA,NA,0,32.2,38.9,196.79,15.5882352941176
2013-08-16,0,0,0,0,NA,NA,0,35,20.35,188.19,14.4791666666667
2013-08-17,0,0,0,0,NA,NA,0,30,17.95,170.5,13.3125
2013-08-18,0,0,0,0,NA,NA,0,35,16.05,158.52,13.1555555555556
2013-08-19,0,0,0,0,NA,NA,0,33.9,14.35,147.12,13.8809523809524
2013-08-20,0,0,0,0,NA,NA,0.3,34.4,12.8,132.7,15.8888888888889
2013-08-21,0,0,0,0,NA,NA,0,NA,13.9,177.53,17.4193548387097
2013-08-22,0,0,0,0,NA,NA,0,34.4,9.76,147.02,17
2013-08-23,0,0,0,0,NA,NA,0,NA,8.525,115.33,17
2013-08-24,0,0,0,0,NA,NA,0,32.2,8.055,0,0
2013-08-25,0,0,0,0,NA,NA,1.5,31.1,7.57,0,0
2013-08-26,0,0,0,0,NA,NA,8.4,31.7,7.86,194,18
2013-08-27,0.2,0.2,3,3,133.5,NA,0,31.7,7.245,221.33,17.8965517241379
2013-08-28,0.2,0,7,4,133.5,0,NA,32.2,8.295,224.1,17.5675675675676
2013-08-29,1,0.8,23,16,133.5,0,1.3,28.3,7.285,209.73,15.6315789473684
2013-08-30,1,0,43,20,133.5,0,0.3,27.2,7.175,191.98,14.3636363636364
2013-08-31,1.8,0.8,75,32,134,0.5,0,33.9,6.975,167.79,13.5945945945946
2013-09-01,1.8,0,111,36,134,0,0,35.6,6.75,163.29,13.3333333333333
2013-09-02,2.6,0.8,159,48,134.5,0.5,0.3,36.1,8.375,176.19,13.0909090909091
2013-09-03,2.6,0,211,52,134.5,0,0,34.4,7.125,236.25,12.9666666666667
2013-09-04,2.6,0,263,52,134.5,0,0,35,6.055,212.73,11.2
2013-09-05,3.4,0.8,327,64,135,0.5,0,NA,5.77,187.85,11.304347826087
2013-09-06,3.4,0,395,68,135,0,0,34.4,5.57,149.4,11.72
2013-09-07,3.4,0,463,68,135,0,0,33.9,5.775,117.38,11.8461538461539
2013-09-08,4.2,0.8,543,80,135.5,0.5,0,34.4,5.525,105.02,10.6896551724138
2013-09-09,4.2,0,627,84,135.5,0,0,33.3,5.205,82.73,10.5357142857143
2013-09-10,4.2,0,711,84,135.5,0,8.4,33.3,8.48,104.85,9
2013-09-11,0,-4.2,0,-711,NA,NA,69.6,20.6,15.85,409.62,11.3928571428571
2013-09-12,0,0,0,0,NA,NA,0,29.4,48.22,350.85,12.4261363636364
2013-09-13,0,0,0,0,NA,NA,0,25.6,141.7,206.13,18.5982142857143
2013-09-14,0,0,0,0,NA,NA,7.6,22.8,927,44.38,47.4053030303031
2013-09-15,0,0,0,0,NA,NA,2,26.7,2730,34.24,56.6057692307692
2013-09-16,0,0,0,0,NA,NA,8.6,28.9,3190,164.57,99.7762681159421
2013-09-17,0,0,0,0,NA,NA,0,27.2,1495,267.73,107.568452380952
2013-09-18,0,0,0,0,NA,NA,0,28.3,1267,236.87,158.722701149426
2013-09-19,0,0,0,0,NA,NA,0,29.4,641,239.21,172.157738095238
2013-09-20,0,0,0,0,NA,NA,0,27.2,683,240.67,183.666666666667
2013-09-21,0,0,0,0,NA,NA,0,30.6,869.5,268.37,96
2013-09-22,0,0,0,0,NA,NA,0,26.7,674,306.79,97.1458333333333
2013-09-23,0,0,0,0,NA,NA,0,27.8,754.5,298.31,99.2083333333333
2013-09-24,0,0,0,0,NA,NA,0,28.3,932.5,278.4,52.4166666666667
2013-09-25,0,0,0,0,NA,NA,0,30.6,737,279.67,47.5833333333333
2013-09-26,0,0,0,0,NA,NA,0,30.6,570,255.17,44.4916666666667
2013-09-27,0,0,0,0,NA,NA,NA,NA,620,227.46,36.625
2013-09-28,0,0,0,0,NA,NA,0,27.2,599.5,228.65,25.7291666666667
2013-09-29,0,0,0,0,NA,NA,0,25,478,228.72,16
