"RiverReach2_Date","ExtentDry","DiffExtentDry","SumDaysDry","DiffSumDaysDry","UpperLocationDry","DiffUpperLocationDry","Precip_Bernardo_mm","TempMax_Bernardo_C","MnDischarge_Reach2","Diversion_Isleta_Totalcfs","Returns_Totalcfs"
2010-01-01,0,0,0,0,NA,NA,0,11.7,648,0,0
2010-01-02,0,0,0,0,NA,NA,0,12.8,702,0,0
2010-01-03,0,0,0,0,NA,NA,0,13.3,711,0,0
2010-01-04,0,0,0,0,NA,NA,0,11.7,716,0,0
2010-01-05,0,0,0,0,NA,NA,0,13.3,732,0,0
2010-01-06,0,0,0,0,NA,NA,0,14.4,725,0,0
2010-01-07,0,0,0,0,NA,NA,0,15.6,721,0,0
2010-01-08,0,0,0,0,NA,NA,0,6.1,725,0,0
2010-01-09,0,0,0,0,NA,NA,0,8.3,715,0,0
2010-01-10,0,0,0,0,NA,NA,0,12.2,682,0,0
2010-01-11,0,0,0,0,NA,NA,0,16.1,674,0,0
2010-01-12,0,0,0,0,NA,NA,0,16.1,688,0,0
2010-01-13,0,0,0,0,NA,NA,0,15.6,682,0,0
2010-01-14,0,0,0,0,NA,NA,0,17.2,723,0,0
2010-01-15,0,0,0,0,NA,NA,0,16.7,747,0,0
2010-01-16,0,0,0,0,NA,NA,0,13.9,749,0,0
2010-01-17,0,0,0,0,NA,NA,0,15,742,0,0
2010-01-18,0,0,0,0,NA,NA,1.5,13.3,738,0,0
2010-01-19,0,0,0,0,NA,NA,0,10.6,760,0,0
2010-01-20,0,0,0,0,NA,NA,0,15.6,823,0,0
2010-01-21,0,0,0,0,NA,NA,1.8,13.9,754,0,0
2010-01-22,0,0,0,0,NA,NA,7.6,9.4,765,0,0
2010-01-23,0,0,0,0,NA,NA,0,8.9,869,0,0
2010-01-24,0,0,0,0,NA,NA,0,12.8,815,0,0
2010-01-25,0,0,0,0,NA,NA,0,10,796,0,0
2010-01-26,0,0,0,0,NA,NA,0,10.6,790,0,0
2010-01-27,0,0,0,0,NA,NA,0,11.1,773,0,0
2010-01-28,0,0,0,0,NA,NA,7.6,13.9,764,0,0
2010-01-29,0,0,0,0,NA,NA,0,5.6,769,0,0
2010-01-30,0,0,0,0,NA,NA,0,10.6,771,0,0
2010-01-31,0,0,0,0,NA,NA,0,13.9,752,0,0
2010-02-01,0,0,0,0,NA,NA,0,-0.6,743,0,0
2010-02-02,0,0,0,0,NA,NA,0,14.4,745,0,0
2010-02-03,0,0,0,0,NA,NA,10.2,NA,753,0,0
2010-02-04,0,0,0,0,NA,NA,6.4,15.6,748,0,0
2010-02-05,0,0,0,0,NA,NA,0,15.6,742,0,0
2010-02-06,0,0,0,0,NA,NA,0,15.6,749,0,0
2010-02-07,0,0,0,0,NA,NA,0,15.6,768,0,0
2010-02-08,0,0,0,0,NA,NA,0,12.8,783,0,0
2010-02-09,0,0,0,0,NA,NA,0,3.3,799,0,0
2010-02-10,0,0,0,0,NA,NA,0,12.2,769,0,0
2010-02-11,0,0,0,0,NA,NA,0,12.2,723,0,0
2010-02-12,0,0,0,0,NA,NA,0,15,705,0,0
2010-02-13,0,0,0,0,NA,NA,0,19.4,704,0,0
2010-02-14,0,0,0,0,NA,NA,0,17.2,721,0,0
2010-02-15,0,0,0,0,NA,NA,0,15,739,0,0
2010-02-16,0,0,0,0,NA,NA,0,15.6,752,0,0
2010-02-17,0,0,0,0,NA,NA,0,17.2,756,0,0
2010-02-18,0,0,0,0,NA,NA,0,20,720,0,0
2010-02-19,0,0,0,0,NA,NA,0,18.9,622,0,0
2010-02-20,0,0,0,0,NA,NA,0,17.8,649,0,0
2010-02-21,0,0,0,0,NA,NA,0,15.6,729,0,0
2010-02-22,0,0,0,0,NA,NA,0,11.1,749,0,0
2010-02-23,0,0,0,0,NA,NA,0.5,NA,725,0,0
2010-02-24,0,0,0,0,NA,NA,0,12.8,749,0,0
2010-02-25,0,0,0,0,NA,NA,0,15,714,0,0
2010-02-26,0,0,0,0,NA,NA,0,15.6,632,0,0
2010-02-27,0,0,0,0,NA,NA,0,16.7,669,0,0
2010-02-28,0,0,0,0,NA,NA,7.1,13.3,673,0,0
2010-03-01,0,0,0,0,NA,NA,0,NA,654,120.25,125.604166666667
2010-03-02,0,0,0,0,NA,NA,0,15.6,624,128.6,175.645833333333
2010-03-03,0,0,0,0,NA,NA,0,19.4,586,146.4,189.958333333334
2010-03-04,0,0,0,0,NA,NA,0,21.1,526,357.35,143
2010-03-05,0,0,0,0,NA,NA,0,21.7,513,266.75,68.3125
2010-03-06,0,0,0,0,NA,NA,0,21.7,547,182.06,55.5208333333333
2010-03-07,0,0,0,0,NA,NA,0,21.7,551,180.42,47.9583333333333
2010-03-08,0,0,0,0,NA,NA,0,21.7,601,172.15,45.5416666666667
2010-03-09,0,0,0,0,NA,NA,0,17.2,660,167.42,13.875
2010-03-10,0,0,0,0,NA,NA,0,13.3,593,169.04,0.291666666666667
2010-03-11,0,0,0,0,NA,NA,0,15.6,615,163.06,7.375
2010-03-12,0,0,0,0,NA,NA,0,19.4,633,243.85,9.33333333333333
2010-03-13,0,0,0,0,NA,NA,0,23.3,595,285.23,43.6041666666667
2010-03-14,0,0,0,0,NA,NA,7.6,17.2,577,283.59,57.6956521739131
2010-03-15,0,0,0,0,NA,NA,0,12.8,559,302.69,39.5833333333334
2010-03-16,0,0,0,0,NA,NA,0,20,535,341.81,40.6041666666666
2010-03-17,0,0,0,0,NA,NA,0,22.8,513,354.73,27.8125
2010-03-18,0,0,0,0,NA,NA,0,23.9,519,372.67,13.75
2010-03-19,0,0,0,0,NA,NA,1.8,14.4,520,393.44,17.7291666666667
2010-03-20,0,0,0,0,NA,NA,0,20,536,306.52,51.2916666666667
2010-03-21,0,0,0,0,NA,NA,0,21.1,596,232.25,63
2010-03-22,0,0,0,0,NA,NA,0,21.7,604,311.23,22.4166666666667
2010-03-23,0,0,0,0,NA,NA,0,24.4,544,584.48,0.75
2010-03-24,0,0,0,0,NA,NA,0,NA,569,774.1,2.04166666666667
2010-03-25,0,0,0,0,NA,NA,0,4.4,648,336.96,15.3333333333333
2010-03-26,0,0,0,0,NA,NA,0,6.1,740,337.6,23
2010-03-27,0,0,0,0,NA,NA,0,24.4,772,356.88,26.75
2010-03-28,0,0,0,0,NA,NA,0,21.1,784,371.83,24.9166666666667
2010-03-29,0,0,0,0,NA,NA,0,25.6,749,432.96,35.5625
2010-03-30,0,0,0,0,NA,NA,0,31.1,680,481.83,59.3125
2010-03-31,0,0,0,0,NA,NA,0,26.7,679,478.92,46.2083333333334
2010-04-01,0,0,0,0,NA,NA,NA,NA,677,482.87,19.625
2010-04-02,0,0,0,0,NA,NA,NA,NA,799,477.79,3.08333333333333
2010-04-03,0,0,0,0,NA,NA,NA,NA,867,484.67,47.3125
2010-04-04,0,0,0,0,NA,NA,NA,NA,889,480.77,62.7708333333333
2010-04-05,0,0,0,0,NA,NA,NA,NA,885,472.19,48.5833333333333
2010-04-06,0,0,0,0,NA,NA,NA,NA,885,379.08,17
2010-04-07,0,0,0,0,NA,NA,NA,NA,1030,409.91,14.5909090909091
2010-04-08,0,0,0,0,NA,NA,NA,NA,975,477.98,29.25
2010-04-09,0,0,0,0,NA,NA,NA,NA,885,472.67,44.1458333333334
2010-04-10,0,0,0,0,NA,NA,NA,NA,818,483.19,27.2708333333334
2010-04-11,0,0,0,0,NA,NA,NA,NA,739,491.77,53.75
2010-04-12,0,0,0,0,NA,NA,NA,NA,811,506.17,59.3125
2010-04-13,0,0,0,0,NA,NA,NA,NA,881,482.13,45.1041666666667
2010-04-14,0,0,0,0,NA,NA,NA,NA,1580,462.66,35.76
2010-04-15,0,0,0,0,NA,NA,NA,NA,2360,459.19,27.6041666666667
2010-04-16,0,0,0,0,NA,NA,NA,NA,2390,513.79,14.7916666666667
2010-04-17,0,0,0,0,NA,NA,NA,NA,3130,529.52,30.1666666666667
2010-04-18,0,0,0,0,NA,NA,NA,NA,3190,514.02,65.3191489361702
2010-04-19,0,0,0,0,NA,NA,NA,NA,2710,483.77,69.375
2010-04-20,0,0,0,0,NA,NA,NA,NA,2270,496.83,72.7916666666666
2010-04-21,0,0,0,0,NA,NA,NA,NA,2460,450.56,136.354166666667
2010-04-22,0,0,0,0,NA,NA,NA,NA,3150,439.6,108.645833333333
2010-04-23,0,0,0,0,NA,NA,NA,NA,3240,430.46,79.8541666666667
2010-04-24,0,0,0,0,NA,NA,NA,NA,2860,404.17,118.979166666667
2010-04-25,0,0,0,0,NA,NA,NA,NA,2780,400.67,78.2291666666666
2010-04-26,0,0,0,0,NA,NA,NA,NA,2730,357.92,46.8958333333334
2010-04-27,0,0,0,0,NA,NA,NA,NA,2420,431.54,17.6875
2010-04-28,0,0,0,0,NA,NA,NA,NA,1970,452.25,26.5
2010-04-29,0,0,0,0,NA,NA,NA,NA,1980,485.17,36.4583333333333
2010-04-30,0,0,0,0,NA,NA,NA,NA,1990,509.4,31.3541666666667
2010-05-01,0,0,0,0,NA,NA,0,17.2,1780,502.73,47.4375
2010-05-02,0,0,0,0,NA,NA,0,18.3,1840,495.85,72.7291666666667
2010-05-03,0,0,0,0,NA,NA,0,23.9,1960,483.38,82.1666666666667
2010-05-04,0,0,0,0,NA,NA,0,33.3,1980,486.75,68.7083333333333
2010-05-05,0,0,0,0,NA,NA,0,33.3,2480,460.4,73.3541666666666
2010-05-06,0,0,0,0,NA,NA,0,33.3,2020,492.56,68.1458333333333
2010-05-07,0,0,0,0,NA,NA,0,21.1,2010,492.79,61.2916666666666
2010-05-08,0,0,0,0,NA,NA,0,30.6,1990,501.13,32.3958333333333
2010-05-09,0,0,0,0,NA,NA,0,27.2,2100,506.98,62.0416666666666
2010-05-10,0,0,0,0,NA,NA,0,31.7,2170,483.44,64.7083333333333
2010-05-11,0,0,0,0,NA,NA,0,32.2,2260,456.54,45.6875
2010-05-12,0,0,0,0,NA,NA,0,32.2,2630,455.15,40.1041666666667
2010-05-13,0,0,0,0,NA,NA,0,32.2,2340,368.23,58.5416666666667
2010-05-14,0,0,0,0,NA,NA,0,32.2,1890,445.54,64.8333333333333
2010-05-15,0,0,0,0,NA,NA,0,28.9,1640,493.73,71.5208333333333
2010-05-16,0,0,0,0,NA,NA,0,28.9,1350,493.4,112.958333333333
2010-05-17,0,0,0,0,NA,NA,0,30.6,1370,527.33,76.1666666666667
2010-05-18,0,0,0,0,NA,NA,0,32.2,1340,538.2,53.7272727272727
2010-05-19,0,0,0,0,NA,NA,0,32.2,1480,550.04,56.7708333333334
2010-05-20,0,0,0,0,NA,NA,0,32.2,2050,540.83,52.1875
2010-05-21,0,0,0,0,NA,NA,0,32.2,2750,539.17,47.7708333333333
2010-05-22,0,0,0,0,NA,NA,0,33.9,3820,507.83,94.5625
2010-05-23,0,0,0,0,NA,NA,0,32.8,4590,463.5,147.75
2010-05-24,0,0,0,0,NA,NA,0,32.8,4670,314.23,151.3125
2010-05-25,0,0,0,0,NA,NA,0,30.6,4480,394.88,138.354166666667
2010-05-26,0,0,0,0,NA,NA,0,33.9,3730,469.94,116.9375
2010-05-27,0,0,0,0,NA,NA,0,35,2850,490.62,72.5208333333333
2010-05-28,0,0,0,0,NA,NA,0,34.4,2210,502.42,88.4375
2010-05-29,0,0,0,0,NA,NA,7.9,35,2140,505.79,79.1458333333333
2010-05-30,0,0,0,0,NA,NA,0,33.9,1870,495.17,56.5625
2010-05-31,0,0,0,0,NA,NA,0,35,1570,505.13,53.9791666666666
2010-06-01,0,0,0,0,NA,NA,0,33.9,1710,499.1,61.4047619047619
2010-06-02,0,0,0,0,NA,NA,0,35,2080,505.55,45.4255319148936
2010-06-03,0,0,0,0,NA,NA,0,NA,2000,512,41.25
2010-06-04,0,0,0,0,NA,NA,0,NA,1730,508.48,53.5
2010-06-05,0,0,0,0,NA,NA,0,NA,1570,520.92,47.7708333333333
2010-06-06,0,0,0,0,NA,NA,0,42.2,1560,518.19,51.6041666666667
2010-06-07,0,0,0,0,NA,NA,0,41.7,1480,534.9,42.9166666666667
2010-06-08,0,0,0,0,NA,NA,0,39.4,1500,550.48,21.75
2010-06-09,0,0,0,0,NA,NA,0,40,1140,576.69,10.9166666666667
2010-06-10,0,0,0,0,NA,NA,0,39.4,904,587.02,0
2010-06-11,0,0,0,0,NA,NA,0,37.8,848,591.94,15.7083333333333
2010-06-12,0,0,0,0,NA,NA,0,35,859,591.23,45.9166666666667
2010-06-13,0,0,0,0,NA,NA,0,32.2,730,586.48,35.9166666666667
2010-06-14,0,0,0,0,NA,NA,0,32.2,587,568.25,45.3958333333333
2010-06-15,0,0,0,0,NA,NA,0,32.2,440,561.94,2.85416666666667
2010-06-16,0,0,0,0,NA,NA,0,34.4,362,515.02,11.2916666666667
2010-06-17,0,0,0,0,NA,NA,0,36.7,291,542.25,23.2083333333333
2010-06-18,0,0,0,0,NA,NA,0,38.3,225,530.79,16.125
2010-06-19,0,0,0,0,NA,NA,0,38.9,155,458.6,7.83333333333333
2010-06-20,0,0,0,0,NA,NA,0,39.4,130,403.44,2.35416666666667
2010-06-21,0,0,0,0,NA,NA,0,42.8,110,431.73,0
2010-06-22,0,0,0,0,NA,NA,0,38.9,96.4,476.5,0
2010-06-23,0,0,0,0,NA,NA,0,38.9,79.3,557.08,6.41666666666667
2010-06-24,0,0,0,0,NA,NA,0,NA,77,562.25,9.4375
2010-06-25,0,0,0,0,NA,NA,0,36.1,69.8,581.54,0.145833333333333
2010-06-26,0,0,0,0,NA,NA,4.6,36.7,109,582.85,7.85416666666667
2010-06-27,0,0,0,0,NA,NA,0.3,33.3,135,580.69,37.1666666666666
2010-06-28,0,0,0,0,NA,NA,1.3,38.3,151,532.06,29.2083333333333
2010-06-29,0,0,0,0,NA,NA,9.7,36.1,196,475.71,47.0833333333334
2010-06-30,0,0,0,0,NA,NA,0,33.3,397,457.27,62.0625
2010-07-01,0,0,0,0,NA,NA,0,33.3,316,443.75,44.3958333333333
2010-07-02,0,0,0,0,NA,NA,0,NA,254,445.56,56.0416666666667
2010-07-03,0,0,0,0,NA,NA,0,34.4,154,414.15,9.4375
2010-07-04,0,0,0,0,NA,NA,0,36.7,128,432.29,20.7083333333333
2010-07-05,0,0,0,0,NA,NA,0,NA,408,488.12,29.0416666666667
2010-07-06,0,0,0,0,NA,NA,0,NA,251,544.23,44.9791666666667
2010-07-07,0,0,0,0,NA,NA,0,37.2,168,488,38.9375
2010-07-08,0,0,0,0,NA,NA,3,34.4,176,435.33,53.2708333333333
2010-07-09,0,0,0,0,NA,NA,0,36.1,184,514.75,53.5833333333333
2010-07-10,0,0,0,0,NA,NA,0,36.1,178,552.96,49.0625
2010-07-11,0,0,0,0,NA,NA,0,NA,140,545.21,36.7916666666667
2010-07-12,0,0,0,0,NA,NA,0,32.8,134,547.27,33.9791666666667
2010-07-13,0,0,0,0,NA,NA,0,37.8,129,515.69,29.0208333333333
2010-07-14,0,0,0,0,NA,NA,0,40,93.6,476.02,7.04166666666667
2010-07-15,0,0,0,0,NA,NA,0,40.6,65.2,503.71,0
2010-07-16,0,0,0,0,NA,NA,27.7,38.9,56.4,579.04,0
2010-07-17,0,0,0,0,NA,NA,0,34.4,62.9,601.52,0.0208333333333333
2010-07-18,0,0,0,0,NA,NA,0,37.8,69.2,609.83,3.91666666666667
2010-07-19,0,0,0,0,NA,NA,0,38.9,69.6,621.81,15.8333333333333
2010-07-20,0,0,0,0,NA,NA,0,40.6,67.1,594.31,17.625
2010-07-21,0,0,0,0,NA,NA,0,39.4,52.9,525.92,3.35416666666667
2010-07-22,0,0,0,0,NA,NA,0,37.2,36.3,568.83,3.16666666666667
2010-07-23,0,0,0,0,NA,NA,0,NA,51.5,555.42,17.4375
2010-07-24,0,0,0,0,NA,NA,0.8,34.4,72.6,583.75,56.3333333333333
2010-07-25,0,0,0,0,NA,NA,0.3,30.6,164,559.96,99.5208333333333
2010-07-26,0,0,0,0,NA,NA,2.3,27.8,291,428.6,65.0833333333333
2010-07-27,0,0,0,0,NA,NA,3,27.8,654,371.81,68.5625
2010-07-28,0,0,0,0,NA,NA,0,32.8,594,376.75,30.7708333333333
2010-07-29,0,0,0,0,NA,NA,0,34.4,403,390.62,31.6458333333333
2010-07-30,0,0,0,0,NA,NA,1.3,27.8,368,330,34.9791666666667
2010-07-31,0,0,0,0,NA,NA,0,33.3,289,327.17,22.0208333333333
2010-08-01,0,0,0,0,NA,NA,0.3,32.8,332,317.1,26.5
2010-08-02,0,0,0,0,NA,NA,0,32.8,685,318.5,21.3125
2010-08-03,0,0,0,0,NA,NA,0,34.4,563,305.56,28.3333333333333
2010-08-04,0,0,0,0,NA,NA,0,36.1,458,348.77,42.6666666666667
2010-08-05,0,0,0,0,NA,NA,0,37.2,572,427.42,46.7291666666667
2010-08-06,0,0,0,0,NA,NA,0,36.7,610,435.33,68.4583333333333
2010-08-07,0,0,0,0,NA,NA,0,32.8,756,410.31,68.4583333333333
2010-08-08,0,0,0,0,NA,NA,0,37.2,584,394.73,53.375
2010-08-09,0,0,0,0,NA,NA,0,33.9,467,438.42,29.4375
2010-08-10,0,0,0,0,NA,NA,0,35.6,366,447.71,41.9791666666667
2010-08-11,0,0,0,0,NA,NA,0,37.8,206,461.75,28.1875
2010-08-12,0,0,0,0,NA,NA,0,38.3,144,436.31,34.3125
2010-08-13,0,0,0,0,NA,NA,2.5,38.9,96.3,462.06,15.3125
2010-08-14,0,0,0,0,NA,NA,0,39.4,97,543.31,26.4375
2010-08-15,0,0,0,0,NA,NA,NA,NA,95.3,523.27,51.8333333333333
2010-08-16,0,0,0,0,NA,NA,NA,38.3,131,488.4,45.5833333333333
2010-08-17,0,0,0,0,NA,NA,0.3,38.3,157,473.1,36.75
2010-08-18,0,0,0,0,NA,NA,0,35.6,523,457.9,48
2010-08-19,0,0,0,0,NA,NA,0,35,295,475.69,28.5416666666667
2010-08-20,0,0,0,0,NA,NA,0.3,35,167,469.71,20.6458333333333
2010-08-21,0,0,0,0,NA,NA,0,37.2,48.3,460.94,5.47916666666667
2010-08-22,0,0,0,0,NA,NA,0,36.7,26.8,455.17,9.1875
2010-08-23,0,0,0,0,NA,NA,9.9,33.9,41.2,509.69,11.8541666666667
2010-08-24,0,0,0,0,NA,NA,0,35.6,62.1,501.6,19.5
2010-08-25,0,0,0,0,NA,NA,0,35.6,164,472.31,16.6041666666667
2010-08-26,0,0,0,0,NA,NA,0,35.6,62.6,391.81,9.75
2010-08-27,0,0,0,0,NA,NA,0,31.1,36.4,389.04,5.66666666666667
2010-08-28,0,0,0,0,NA,NA,0,31.7,32.9,448.44,4.04166666666667
2010-08-29,0,0,0,0,NA,NA,3,31.7,56.5,483.35,36.2083333333333
2010-08-30,0,0,0,0,NA,NA,0,32.8,26.8,480.69,26.4583333333333
2010-08-31,0,0,0,0,NA,NA,0,31.7,48.3,284.25,12.1041666666667
2010-09-01,0,0,0,0,NA,NA,0,32.8,115,288.56,2.89583333333333
2010-09-02,0,0,0,0,NA,NA,0,NA,31.6,370.4,1.1875
2010-09-03,0,0,0,0,NA,NA,0,36.7,17,379.62,4
2010-09-04,0,0,0,0,NA,NA,0,32.2,18,457.54,7.97916666666667
2010-09-05,0,0,0,0,NA,NA,0,33.3,19,455.1,11.9375
2010-09-06,0,0,0,0,NA,NA,0,35.6,36,432.71,13.1875
2010-09-07,0,0,0,0,NA,NA,0,NA,28.6,382.3,1.65957446808511
2010-09-08,0,0,0,0,NA,NA,6.4,35,28,404.5,2.83333333333333
2010-09-09,0,0,0,0,NA,NA,0,32.8,30,429.02,10.1875
2010-09-10,0,0,0,0,NA,NA,0,32.2,25.9,469.08,179.8125
2010-09-11,0,0,0,0,NA,NA,0,NA,24.3,468.48,205
2010-09-12,0,0,0,0,NA,NA,0,NA,21.6,486.98,205
2010-09-13,0,0,0,0,NA,NA,0,33.9,22.7,484.71,93.9166666666667
2010-09-14,0,0,0,0,NA,NA,5.1,33.9,32.3,495.13,136
2010-09-15,0,0,0,0,NA,NA,0,32.8,23.2,509.5,217.4375
2010-09-16,0,0,0,0,NA,NA,0,36.7,20,465.69,217.333333333333
2010-09-17,0,0,0,0,NA,NA,0,36.7,17.8,447.65,219.1875
2010-09-18,0,0,0,0,NA,NA,0,33.3,17.8,477.71,221.979166666667
2010-09-19,0,0,0,0,NA,NA,0,35.6,18.4,553.83,236.479166666667
2010-09-20,0,0,0,0,NA,NA,0,33.3,47.8,541.96,140.333333333333
2010-09-21,0,0,0,0,NA,NA,0,32.8,34.9,465.71,24
2010-09-22,0,0,0,0,NA,NA,0,33.9,28.2,338.56,17.5208333333333
2010-09-23,0,0,0,0,NA,NA,0,27.2,386,229.88,37.8125
2010-09-24,0,0,0,0,NA,NA,0,27.8,835,278.19,8.875
2010-09-25,0,0,0,0,NA,NA,0,32.8,385,316.67,1
2010-09-26,0,0,0,0,NA,NA,0,33.3,375,307.15,1.16666666666667
2010-09-27,0,0,0,0,NA,NA,0,31.7,365,350.67,1.41666666666667
2010-09-28,0,0,0,0,NA,NA,0,33.3,252,394.67,1.0625
2010-09-29,0,0,0,0,NA,NA,0,35.6,105,264.25,22.3958333333333
2010-09-30,0,0,0,0,NA,NA,0,36.7,77,305.35,13.7708333333333
2010-10-01,0,0,0,0,NA,NA,0,33.9,39,284.79,0.895833333333333
2010-10-02,0,0,0,0,NA,NA,0,33.9,62.8,225.48,2.45833333333333
2010-10-03,0,0,0,0,NA,NA,0.5,32.8,152,335.29,3.85416666666667
2010-10-04,0,0,0,0,NA,NA,0,28.9,161,441.92,14.2291666666666
2010-10-05,0,0,0,0,NA,NA,8.6,28.9,132,416.37,19.6875
2010-10-06,0,0,0,0,NA,NA,0.3,28.9,64.8,345.94,21.5625
2010-10-07,0,0,0,0,NA,NA,0,28.9,30.8,320.1,2.41666666666666
2010-10-08,0,0,0,0,NA,NA,0,NA,25.1,298.77,3.41666666666667
2010-10-09,0,0,0,0,NA,NA,0,30,25,324.12,2.10416666666667
2010-10-10,0,0,0,0,NA,NA,0,27.8,26,384.48,8.6875
2010-10-11,0,0,0,0,NA,NA,0,25.6,41.5,418.6,19.4166666666667
2010-10-12,0,0,0,0,NA,NA,0,27.2,60,407.69,39.25
2010-10-13,0,0,0,0,NA,NA,0,29.4,50.9,339.5,17.2291666666667
2010-10-14,0,0,0,0,NA,NA,0,27.8,49.3,314.94,0.375
2010-10-15,0,0,0,0,NA,NA,0,28.3,47.4,357.06,0
2010-10-16,0,0,0,0,NA,NA,0,29.4,42.4,343.73,0
2010-10-17,0,0,0,0,NA,NA,0,27.8,44.1,366.94,0
2010-10-18,0,0,0,0,NA,NA,0,28.9,49.7,361.92,0
2010-10-19,0,0,0,0,NA,NA,0,27.8,23.4,374.98,0
2010-10-20,0,0,0,0,NA,NA,0,27.2,13.8,361.1,0
2010-10-21,0,0,0,0,NA,NA,13.7,27.2,30,363.25,0
2010-10-22,0,0,0,0,NA,NA,0,21.7,19.8,326.1,0
2010-10-23,0,0,0,0,NA,NA,0,20.6,51.6,328.77,0
2010-10-24,0,0,0,0,NA,NA,0,22.8,97.3,330.54,10.4583333333333
2010-10-25,0,0,0,0,NA,NA,0,25,99,358.29,31.5416666666667
2010-10-26,0,0,0,0,NA,NA,0,26.7,51.9,369.02,10.9583333333333
2010-10-27,0,0,0,0,NA,NA,0,22.8,18.1,330.69,0.979166666666667
2010-10-28,0,0,0,0,NA,NA,0,22.8,14.7,306.25,1
2010-10-29,0,0,0,0,NA,NA,0,22.2,32.5,309.96,0.541666666666667
2010-10-30,0,0,0,0,NA,NA,0,25,67.2,317.81,0
2010-10-31,0,0,0,0,NA,NA,0,28.9,88,213.08,40.5416666666667
2010-11-01,0,0,0,0,NA,NA,0,28.9,221,149.94,0
2010-11-02,0,0,0,0,NA,NA,0,22.8,369,113.62,0
2010-11-03,0,0,0,0,NA,NA,0,23.3,376,97.31,0
2010-11-04,0,0,0,0,NA,NA,0,26.7,388,90.8,0
2010-11-05,0,0,0,0,NA,NA,0,26.7,461,83.65,0
2010-11-06,0,0,0,0,NA,NA,NA,NA,481,80.29,0
2010-11-07,0,0,0,0,NA,NA,0,25.6,472,83.44,0
2010-11-08,0,0,0,0,NA,NA,0,25.6,456,88.48,0
2010-11-09,0,0,0,0,NA,NA,NA,NA,428,90.6,0
2010-11-10,0,0,0,0,NA,NA,NA,NA,522,82.35,0
2010-11-11,0,0,0,0,NA,NA,NA,NA,644,63.38,0
2010-11-12,0,0,0,0,NA,NA,NA,NA,621,62.96,0
2010-11-13,0,0,0,0,NA,NA,NA,NA,623,65,0
2010-11-14,0,0,0,0,NA,NA,0,21.1,607,61.81,0
2010-11-15,0,0,0,0,NA,NA,0,17.2,614,32.42,0
2010-11-16,0,0,0,0,NA,NA,0,18.3,637,5,0
2010-11-17,0,0,0,0,NA,NA,NA,NA,682,5,0
2010-11-18,0,0,0,0,NA,NA,NA,NA,663,5,0
2010-11-19,0,0,0,0,NA,NA,NA,NA,683,5,0
2010-11-20,0,0,0,0,NA,NA,NA,20.6,681,5,0
2010-11-21,0,0,0,0,NA,NA,NA,NA,670,5,0
2010-11-22,0,0,0,0,NA,NA,0,22.8,667,5,0
2010-11-23,0,0,0,0,NA,NA,0,18.3,671,5,0
2010-11-24,0,0,0,0,NA,NA,NA,16.7,674,5,0
2010-11-25,0,0,0,0,NA,NA,NA,NA,689,5,0
2010-11-26,0,0,0,0,NA,NA,0,20.6,705,5,0
2010-11-27,0,0,0,0,NA,NA,0,12.8,711,5,0
2010-11-28,0,0,0,0,NA,NA,0,14.4,670,5,0
2010-11-29,0,0,0,0,NA,NA,0,16.7,624,5,0
2010-11-30,0,0,0,0,NA,NA,0,6.7,610,4.12,0
2010-12-01,0,0,0,0,NA,NA,0,8.9,588,0,0
2010-12-02,0,0,0,0,NA,NA,0,13.9,590,0,0
2010-12-03,0,0,0,0,NA,NA,0,17.8,595,0,0
2010-12-04,0,0,0,0,NA,NA,0,16.1,583,0,0
2010-12-05,0,0,0,0,NA,NA,0,16.1,587,0,0
2010-12-06,0,0,0,0,NA,NA,0,18.9,581,0,0
2010-12-07,0,0,0,0,NA,NA,0,16.1,586,0,0
2010-12-08,0,0,0,0,NA,NA,0,19.4,618,0,0
2010-12-09,0,0,0,0,NA,NA,0,16.1,673,0,0
2010-12-10,0,0,0,0,NA,NA,0,18.3,672,0,0
2010-12-11,0,0,0,0,NA,NA,0,21.7,668,0,0
2010-12-12,0,0,0,0,NA,NA,0,21.7,666,0,0
2010-12-13,0,0,0,0,NA,NA,0,21.7,676,0,0
2010-12-14,0,0,0,0,NA,NA,0,19.4,687,0,0
2010-12-15,0,0,0,0,NA,NA,0,18.9,839,0,0
2010-12-16,0,0,0,0,NA,NA,0,22.8,1000,0,0
2010-12-17,0,0,0,0,NA,NA,0,17.8,1560,0,0
2010-12-18,0,0,0,0,NA,NA,0,17.8,1440,0,0
2010-12-19,0,0,0,0,NA,NA,0,18.3,1110,0,0
2010-12-20,0,0,0,0,NA,NA,0,20,1120,0,0
2010-12-21,0,0,0,0,NA,NA,0,13.9,1110,0,0
2010-12-22,0,0,0,0,NA,NA,0,20.6,1120,0,0
2010-12-23,0,0,0,0,NA,NA,0,18.3,1110,0,0
2010-12-24,0,0,0,0,NA,NA,0,15,1010,0,0
2010-12-25,0,0,0,0,NA,NA,NA,NA,835,0,0
2010-12-26,0,0,0,0,NA,NA,0,16.7,758,0,0
2010-12-27,0,0,0,0,NA,NA,0,16.7,748,0,0
2010-12-28,0,0,0,0,NA,NA,0,16.7,751,0,0
2010-12-29,0,0,0,0,NA,NA,0,14.4,823,0,0
2010-12-30,0,0,0,0,NA,NA,0,11.7,864,0,0
2010-12-31,0,0,0,0,NA,NA,0,11.7,771,0,0
2011-01-01,0,0,0,0,NA,NA,NA,NA,670,0,0
