"Date","Reach","DownStreamSeg","RMTenthDry","Dry"
2019-09-30,"San Acacia",73.88,75.28,0
2019-09-30,"San Acacia",73.88,75.38,0
2019-09-30,"San Acacia",73.88,75.48,0
2019-09-30,"San Acacia",73.88,75.58,0
2019-09-30,"San Acacia",73.88,75.68,0
2019-09-30,"San Acacia",73.88,75.78,0
2019-09-30,"San Acacia",73.88,75.88,0
2019-09-30,"San Acacia",73.88,75.98,0
2019-09-30,"San Acacia",73.88,76.08,0
2019-09-30,"San Acacia",73.88,76.18,0
2019-09-30,"San Acacia",73.88,76.28,0
2019-09-30,"San Acacia",73.88,76.38,0
2019-09-30,"San Acacia",73.88,76.48,0
2019-09-30,"San Acacia",73.88,76.58,0
2019-09-30,"San Acacia",73.88,76.68,0
2019-09-30,"San Acacia",73.88,76.78,0
2019-09-30,"San Acacia",73.88,76.88,0
2019-09-30,"San Acacia",73.88,76.98,0
2019-09-30,"San Acacia",73.88,77.08,0
2019-09-30,"San Acacia",73.88,77.18,0
2019-09-30,"San Acacia",73.88,77.28,0
2019-09-30,"San Acacia",73.88,77.38,0
2019-09-30,"San Acacia",73.88,77.48,0
2019-09-30,"San Acacia",73.88,77.58,0
2019-09-30,"San Acacia",73.88,77.68,0
2019-09-30,"San Acacia",73.88,77.78,0
2019-09-30,"San Acacia",73.88,77.88,0
2019-09-30,"San Acacia",73.88,77.98,0
2019-09-30,"San Acacia",73.88,78.08,0
2019-09-30,"San Acacia",73.88,78.18,0
2019-09-30,"San Acacia",73.88,78.28,0
2019-09-30,"San Acacia",73.88,78.38,0
2019-09-30,"San Acacia",73.88,78.48,0
2019-09-30,"San Acacia",73.88,78.58,0
2019-09-30,"San Acacia",73.88,78.68,0
2019-09-30,"San Acacia",73.88,78.78,0
2019-09-30,"San Acacia",73.88,78.88,0
2019-09-30,"San Acacia",73.88,78.98,0
2019-09-30,"San Acacia",73.88,79.08,0
2019-09-30,"San Acacia",73.88,79.18,0
2019-09-30,"San Acacia",73.88,79.28,0
2019-09-30,"San Acacia",73.88,79.38,0
2019-09-30,"San Acacia",73.88,79.48,0
2019-09-30,"San Acacia",73.88,79.58,0
2019-09-30,"San Acacia",73.88,79.68,0
2019-09-30,"San Acacia",73.88,79.78,0
2019-09-30,"San Acacia",73.88,79.88,0
2019-09-30,"San Acacia",73.88,79.98,0
2019-09-30,"San Acacia",73.88,80.08,0
2019-09-30,"San Acacia",73.88,80.18,0
2019-09-30,"San Acacia",73.88,80.28,0
2019-09-30,"San Acacia",73.88,80.38,0
2019-09-30,"San Acacia",73.88,80.48,0
2019-09-30,"San Acacia",73.88,80.58,0
2019-09-30,"San Acacia",73.88,80.68,0
2019-09-30,"San Acacia",73.88,80.78,0
2019-09-30,"San Acacia",73.88,80.88,0
2019-09-30,"San Acacia",73.88,80.98,0
2019-09-30,"San Acacia",73.88,81.08,0
2019-09-30,"San Acacia",73.88,81.18,0
2019-09-30,"San Acacia",73.88,81.28,0
2019-09-30,"San Acacia",73.88,81.38,0
2019-09-30,"San Acacia",73.88,81.48,0
2019-09-30,"San Acacia",73.88,81.58,0
2019-09-30,"San Acacia",73.88,81.68,0
2019-09-30,"San Acacia",73.88,81.78,0
2019-09-30,"San Acacia",73.88,81.88,0
2019-09-30,"San Acacia",73.88,81.98,0
2019-09-30,"San Acacia",73.88,82.08,0
2019-09-30,"San Acacia",73.88,82.18,0
2019-09-30,"San Acacia",73.88,82.28,0
2019-09-30,"San Acacia",73.88,82.38,0
2019-09-29,"San Acacia",73.88,82.66,0
2019-09-29,"San Acacia",73.88,73.88,0
2019-09-29,"San Acacia",73.88,73.98,0
2019-09-29,"San Acacia",73.88,74.08,0
2019-09-29,"San Acacia",73.88,74.18,0
2019-09-29,"San Acacia",73.88,74.28,0
2019-09-29,"San Acacia",73.88,74.38,0
2019-09-29,"San Acacia",73.88,74.48,0
2019-09-29,"San Acacia",73.88,74.58,0
2019-09-29,"San Acacia",73.88,74.68,0
2019-09-29,"San Acacia",73.88,74.78,0
2019-09-29,"San Acacia",73.88,74.88,0
2019-09-29,"San Acacia",73.88,74.98,0
2019-09-29,"San Acacia",73.88,75.08,0
2019-09-29,"San Acacia",73.88,75.18,0
2019-09-29,"San Acacia",73.88,75.28,0
2019-09-29,"San Acacia",73.88,75.38,0
2019-09-29,"San Acacia",73.88,75.48,0
2019-09-29,"San Acacia",73.88,75.58,0
2019-09-29,"San Acacia",73.88,75.68,0
2019-09-29,"San Acacia",73.88,75.78,0
2019-09-29,"San Acacia",73.88,75.88,0
2019-09-29,"San Acacia",73.88,75.98,0
2019-09-29,"San Acacia",73.88,76.08,0
2019-09-29,"San Acacia",73.88,76.18,0
2019-09-29,"San Acacia",73.88,76.28,0
2019-09-29,"San Acacia",73.88,76.38,0
2019-09-29,"San Acacia",73.88,76.48,0
2019-09-29,"San Acacia",73.88,76.58,0
2019-09-29,"San Acacia",73.88,76.68,0
2019-09-29,"San Acacia",73.88,76.78,0
2019-09-29,"San Acacia",73.88,76.88,0
2019-09-29,"San Acacia",73.88,76.98,0
2019-09-29,"San Acacia",73.88,77.08,0
2019-09-29,"San Acacia",73.88,77.18,0
2019-09-29,"San Acacia",73.88,77.28,0
2019-09-29,"San Acacia",73.88,77.38,0
2019-09-29,"San Acacia",73.88,77.48,0
2019-09-29,"San Acacia",73.88,77.58,0
2019-09-29,"San Acacia",73.88,77.68,0
2019-09-29,"San Acacia",73.88,77.78,0
2019-09-29,"San Acacia",73.88,77.88,0
2019-09-29,"San Acacia",73.88,77.98,0
2019-09-29,"San Acacia",73.88,78.08,0
2019-09-29,"San Acacia",73.88,78.18,0
2019-09-29,"San Acacia",73.88,78.28,0
2019-09-29,"San Acacia",73.88,78.38,0
2019-09-29,"San Acacia",73.88,78.48,0
2019-09-29,"San Acacia",73.88,78.58,0
2019-09-29,"San Acacia",73.88,78.68,0
2019-09-29,"San Acacia",73.88,78.78,0
2019-09-29,"San Acacia",73.88,78.88,0
2019-09-29,"San Acacia",73.88,78.98,0
2019-09-29,"San Acacia",73.88,79.08,0
2019-09-29,"San Acacia",73.88,79.18,0
2019-09-29,"San Acacia",73.88,79.28,0
2019-09-29,"San Acacia",73.88,79.38,0
2019-09-29,"San Acacia",73.88,79.48,0
2019-09-29,"San Acacia",73.88,79.58,0
2019-09-29,"San Acacia",73.88,79.68,0
2019-09-29,"San Acacia",73.88,79.78,0
2019-09-29,"San Acacia",73.88,79.88,0
2019-09-29,"San Acacia",73.88,79.98,0
2019-09-29,"San Acacia",73.88,80.08,0
2019-09-29,"San Acacia",73.88,80.18,0
2019-09-29,"San Acacia",73.88,80.28,0
2019-09-29,"San Acacia",73.88,80.38,0
2019-09-29,"San Acacia",73.88,80.48,0
2019-09-29,"San Acacia",73.88,80.58,0
2019-09-29,"San Acacia",73.88,80.68,0
2019-09-29,"San Acacia",73.88,80.78,0
2019-09-29,"San Acacia",73.88,80.88,0
2019-09-29,"San Acacia",73.88,80.98,0
2019-09-29,"San Acacia",73.88,81.08,0
2019-09-29,"San Acacia",73.88,81.18,0
2019-09-29,"San Acacia",73.88,81.28,0
2019-09-29,"San Acacia",73.88,81.38,0
2019-09-29,"San Acacia",73.88,81.48,0
2019-09-29,"San Acacia",73.88,81.58,0
2019-09-29,"San Acacia",73.88,81.68,0
2019-09-29,"San Acacia",73.88,81.78,0
2019-09-29,"San Acacia",73.88,81.88,0
2019-09-29,"San Acacia",73.88,81.98,0
2019-09-29,"San Acacia",73.88,82.08,0
2019-09-29,"San Acacia",73.88,82.18,0
2019-09-29,"San Acacia",73.88,82.28,0
2019-09-29,"San Acacia",73.88,82.38,0
2019-09-29,"San Acacia",73.88,82.48,0
2019-09-29,"San Acacia",73.88,82.58,0
2019-10-03,"San Acacia",73.89,82.73,0
2019-10-03,"San Acacia",73.89,73.89,0
2019-10-03,"San Acacia",73.89,73.99,0
2019-10-03,"San Acacia",73.89,74.09,0
2019-10-03,"San Acacia",73.89,74.19,0
2019-10-03,"San Acacia",73.89,74.29,0
2019-10-03,"San Acacia",73.89,74.39,0
2019-10-03,"San Acacia",73.89,74.49,0
2019-10-03,"San Acacia",73.89,74.59,0
2019-10-03,"San Acacia",73.89,74.69,0
2019-10-03,"San Acacia",73.89,74.79,0
2019-10-03,"San Acacia",73.89,74.89,0
2019-10-03,"San Acacia",73.89,74.99,0
2019-10-03,"San Acacia",73.89,75.09,0
2019-10-03,"San Acacia",73.89,75.19,0
2019-10-03,"San Acacia",73.89,75.29,0
2019-10-03,"San Acacia",73.89,75.39,0
2019-10-03,"San Acacia",73.89,75.49,0
2019-10-03,"San Acacia",73.89,75.59,0
2019-10-03,"San Acacia",73.89,75.69,0
2019-10-03,"San Acacia",73.89,75.79,0
2019-10-03,"San Acacia",73.89,75.89,0
2019-10-03,"San Acacia",73.89,75.99,0
2019-10-03,"San Acacia",73.89,76.09,0
2019-10-03,"San Acacia",73.89,76.19,0
2019-10-03,"San Acacia",73.89,76.29,0
2019-10-03,"San Acacia",73.89,76.39,0
2019-10-03,"San Acacia",73.89,76.49,0
2019-10-03,"San Acacia",73.89,76.59,0
2019-10-03,"San Acacia",73.89,76.69,0
2019-10-03,"San Acacia",73.89,76.79,0
2019-10-03,"San Acacia",73.89,76.89,0
2019-10-03,"San Acacia",73.89,76.99,0
2019-10-03,"San Acacia",73.89,77.09,0
2019-10-03,"San Acacia",73.89,77.19,0
2019-10-03,"San Acacia",73.89,77.29,0
2019-10-03,"San Acacia",73.89,77.39,0
2019-10-03,"San Acacia",73.89,77.49,0
2019-10-03,"San Acacia",73.89,77.59,0
2019-10-03,"San Acacia",73.89,77.69,0
2019-10-03,"San Acacia",73.89,77.79,0
2019-10-03,"San Acacia",73.89,77.89,0
2019-10-03,"San Acacia",73.89,77.99,0
2019-10-03,"San Acacia",73.89,78.09,0
2019-10-03,"San Acacia",73.89,78.19,0
2019-10-03,"San Acacia",73.89,78.29,0
2019-10-03,"San Acacia",73.89,78.39,0
2019-10-03,"San Acacia",73.89,78.49,0
2019-10-03,"San Acacia",73.89,78.59,0
2019-10-03,"San Acacia",73.89,78.69,0
2019-10-03,"San Acacia",73.89,78.79,0
2019-10-03,"San Acacia",73.89,78.89,0
2019-10-03,"San Acacia",73.89,78.99,0
2019-10-03,"San Acacia",73.89,79.09,0
2019-10-03,"San Acacia",73.89,79.19,0
2019-10-03,"San Acacia",73.89,79.29,0
2019-10-03,"San Acacia",73.89,79.39,0
2019-10-03,"San Acacia",73.89,79.49,0
2019-10-03,"San Acacia",73.89,79.59,0
2019-10-03,"San Acacia",73.89,79.69,0
2019-10-03,"San Acacia",73.89,79.79,0
2019-10-03,"San Acacia",73.89,79.89,0
2019-10-03,"San Acacia",73.89,79.99,0
2019-10-03,"San Acacia",73.89,80.09,0
2019-10-03,"San Acacia",73.89,80.19,0
2019-10-03,"San Acacia",73.89,80.29,0
2019-10-03,"San Acacia",73.89,80.39,0
2019-10-03,"San Acacia",73.89,80.49,0
2019-10-03,"San Acacia",73.89,80.59,0
2019-10-03,"San Acacia",73.89,80.69,0
2019-10-03,"San Acacia",73.89,80.79,0
2019-10-03,"San Acacia",73.89,80.89,0
2019-10-03,"San Acacia",73.89,80.99,0
2019-10-03,"San Acacia",73.89,81.09,0
2019-10-03,"San Acacia",73.89,81.19,0
2019-10-03,"San Acacia",73.89,81.29,0
2019-10-03,"San Acacia",73.89,81.39,0
2019-10-03,"San Acacia",73.89,81.49,0
2019-10-03,"San Acacia",73.89,81.59,0
2019-10-03,"San Acacia",73.89,81.69,0
2019-10-03,"San Acacia",73.89,81.79,0
2019-10-03,"San Acacia",73.89,81.89,0
2019-10-03,"San Acacia",73.89,81.99,0
2019-10-03,"San Acacia",73.89,82.09,0
2019-10-03,"San Acacia",73.89,82.19,0
2019-10-03,"San Acacia",73.89,82.29,0
2019-10-03,"San Acacia",73.89,82.39,0
2019-10-03,"San Acacia",73.89,82.49,0
2019-10-03,"San Acacia",73.89,82.59,0
2019-10-03,"San Acacia",73.89,82.69,0
2019-09-28,"San Acacia",76.17,82.78,0
2019-09-28,"San Acacia",76.17,76.17,0
2019-09-28,"San Acacia",76.17,76.27,0
2019-09-28,"San Acacia",76.17,76.37,0
2019-09-28,"San Acacia",76.17,76.47,0
2019-09-28,"San Acacia",76.17,76.57,0
2019-09-28,"San Acacia",76.17,76.67,0
2019-09-28,"San Acacia",76.17,76.77,0
2019-09-28,"San Acacia",76.17,76.87,0
2019-09-28,"San Acacia",76.17,76.97,0
2019-09-28,"San Acacia",76.17,77.07,0
2019-09-28,"San Acacia",76.17,77.17,0
2019-09-28,"San Acacia",76.17,77.27,0
2019-09-28,"San Acacia",76.17,77.37,0
2019-09-28,"San Acacia",76.17,77.47,0
2019-09-28,"San Acacia",76.17,77.57,0
2019-09-28,"San Acacia",76.17,77.67,0
2019-09-28,"San Acacia",76.17,77.77,0
2019-09-28,"San Acacia",76.17,77.87,0
2019-09-28,"San Acacia",76.17,77.97,0
2019-09-28,"San Acacia",76.17,78.07,0
2019-09-28,"San Acacia",76.17,78.17,0
2019-09-28,"San Acacia",76.17,78.27,0
2019-09-28,"San Acacia",76.17,78.37,0
2019-09-28,"San Acacia",76.17,78.47,0
2019-09-28,"San Acacia",76.17,78.57,0
2019-09-28,"San Acacia",76.17,78.67,0
2019-09-28,"San Acacia",76.17,78.77,0
2019-09-28,"San Acacia",76.17,78.87,0
2019-09-28,"San Acacia",76.17,78.97,0
2019-09-28,"San Acacia",76.17,79.07,0
2019-09-28,"San Acacia",76.17,79.17,0
2019-09-28,"San Acacia",76.17,79.27,0
2019-09-28,"San Acacia",76.17,79.37,0
2019-09-28,"San Acacia",76.17,79.47,0
2019-09-28,"San Acacia",76.17,79.57,0
2019-09-28,"San Acacia",76.17,79.67,0
2019-09-28,"San Acacia",76.17,79.77,0
2019-09-28,"San Acacia",76.17,79.87,0
2019-09-28,"San Acacia",76.17,79.97,0
2019-09-28,"San Acacia",76.17,80.07,0
2019-09-28,"San Acacia",76.17,80.17,0
2019-09-28,"San Acacia",76.17,80.27,0
2019-09-28,"San Acacia",76.17,80.37,0
2019-09-28,"San Acacia",76.17,80.47,0
2019-09-28,"San Acacia",76.17,80.57,0
2019-09-28,"San Acacia",76.17,80.67,0
2019-09-28,"San Acacia",76.17,80.77,0
2019-09-28,"San Acacia",76.17,80.87,0
2019-09-28,"San Acacia",76.17,80.97,0
2019-09-28,"San Acacia",76.17,81.07,0
2019-09-28,"San Acacia",76.17,81.17,0
2019-09-28,"San Acacia",76.17,81.27,0
2019-09-28,"San Acacia",76.17,81.37,0
2019-09-28,"San Acacia",76.17,81.47,0
2019-09-28,"San Acacia",76.17,81.57,0
2019-09-28,"San Acacia",76.17,81.67,0
2019-09-28,"San Acacia",76.17,81.77,0
2019-09-28,"San Acacia",76.17,81.87,0
2019-09-28,"San Acacia",76.17,81.97,0
2019-09-28,"San Acacia",76.17,82.07,0
2019-09-28,"San Acacia",76.17,82.17,0
2019-09-28,"San Acacia",76.17,82.27,0
2019-09-28,"San Acacia",76.17,82.37,0
2019-09-28,"San Acacia",76.17,82.47,0
2019-09-28,"San Acacia",76.17,82.57,0
2019-09-28,"San Acacia",76.17,82.67,0
2019-09-28,"San Acacia",76.17,82.77,0
2019-10-04,"San Acacia",73.89,84.25,0
2019-10-04,"San Acacia",73.89,73.89,0
2019-10-04,"San Acacia",73.89,73.99,0
2019-10-04,"San Acacia",73.89,74.09,0
2019-10-04,"San Acacia",73.89,74.19,0
2019-10-04,"San Acacia",73.89,74.29,0
2019-10-04,"San Acacia",73.89,74.39,0
2019-10-04,"San Acacia",73.89,74.49,0
2019-10-04,"San Acacia",73.89,74.59,0
2019-10-04,"San Acacia",73.89,74.69,0
2019-10-04,"San Acacia",73.89,74.79,0
2019-10-04,"San Acacia",73.89,74.89,0
2019-10-04,"San Acacia",73.89,74.99,0
2019-10-04,"San Acacia",73.89,75.09,0
2019-10-04,"San Acacia",73.89,75.19,0
2019-10-04,"San Acacia",73.89,75.29,0
2019-10-04,"San Acacia",73.89,75.39,0
2019-10-04,"San Acacia",73.89,75.49,0
2019-10-04,"San Acacia",73.89,75.59,0
2019-10-04,"San Acacia",73.89,75.69,0
2019-10-04,"San Acacia",73.89,75.79,0
2019-10-04,"San Acacia",73.89,75.89,0
2019-10-04,"San Acacia",73.89,75.99,0
2019-10-04,"San Acacia",73.89,76.09,0
2019-10-04,"San Acacia",73.89,76.19,0
2019-10-04,"San Acacia",73.89,76.29,0
2019-10-04,"San Acacia",73.89,76.39,0
2019-10-04,"San Acacia",73.89,76.49,0
2019-10-04,"San Acacia",73.89,76.59,0
2019-10-04,"San Acacia",73.89,76.69,0
2019-10-04,"San Acacia",73.89,76.79,0
2019-10-04,"San Acacia",73.89,76.89,0
2019-10-04,"San Acacia",73.89,76.99,0
2019-10-04,"San Acacia",73.89,77.09,0
2019-10-04,"San Acacia",73.89,77.19,0
2019-10-04,"San Acacia",73.89,77.29,0
2019-10-04,"San Acacia",73.89,77.39,0
2019-10-04,"San Acacia",73.89,77.49,0
2019-10-04,"San Acacia",73.89,77.59,0
2019-10-04,"San Acacia",73.89,77.69,0
2019-10-04,"San Acacia",73.89,77.79,0
2019-10-04,"San Acacia",73.89,77.89,0
2019-10-04,"San Acacia",73.89,77.99,0
2019-10-04,"San Acacia",73.89,78.09,0
2019-10-04,"San Acacia",73.89,78.19,0
2019-10-04,"San Acacia",73.89,78.29,0
2019-10-04,"San Acacia",73.89,78.39,0
2019-10-04,"San Acacia",73.89,78.49,0
2019-10-04,"San Acacia",73.89,78.59,0
2019-10-04,"San Acacia",73.89,78.69,0
2019-10-04,"San Acacia",73.89,78.79,0
2019-10-04,"San Acacia",73.89,78.89,0
2019-10-04,"San Acacia",73.89,78.99,0
2019-10-04,"San Acacia",73.89,79.09,0
2019-10-04,"San Acacia",73.89,79.19,0
2019-10-04,"San Acacia",73.89,79.29,0
2019-10-04,"San Acacia",73.89,79.39,0
2019-10-04,"San Acacia",73.89,79.49,0
2019-10-04,"San Acacia",73.89,79.59,0
2019-10-04,"San Acacia",73.89,79.69,0
2019-10-04,"San Acacia",73.89,79.79,0
2019-10-04,"San Acacia",73.89,79.89,0
2019-10-04,"San Acacia",73.89,79.99,0
2019-10-04,"San Acacia",73.89,80.09,0
2019-10-04,"San Acacia",73.89,80.19,0
2019-10-04,"San Acacia",73.89,80.29,0
2019-10-04,"San Acacia",73.89,80.39,0
2019-10-04,"San Acacia",73.89,80.49,0
2019-10-04,"San Acacia",73.89,80.59,0
2019-10-04,"San Acacia",73.89,80.69,0
2019-10-04,"San Acacia",73.89,80.79,0
2019-10-04,"San Acacia",73.89,80.89,0
2019-10-04,"San Acacia",73.89,80.99,0
2019-10-04,"San Acacia",73.89,81.09,0
2019-10-04,"San Acacia",73.89,81.19,0
2019-10-04,"San Acacia",73.89,81.29,0
2019-10-04,"San Acacia",73.89,81.39,0
2019-10-04,"San Acacia",73.89,81.49,0
2019-10-04,"San Acacia",73.89,81.59,0
2019-10-04,"San Acacia",73.89,81.69,0
2019-10-04,"San Acacia",73.89,81.79,0
2019-10-04,"San Acacia",73.89,81.89,0
2019-10-04,"San Acacia",73.89,81.99,0
2019-10-04,"San Acacia",73.89,82.09,0
2019-10-04,"San Acacia",73.89,82.19,0
2019-10-04,"San Acacia",73.89,82.29,0
2019-10-04,"San Acacia",73.89,82.39,0
2019-10-04,"San Acacia",73.89,82.49,0
2019-10-04,"San Acacia",73.89,82.59,0
2019-10-04,"San Acacia",73.89,82.69,0
2019-10-04,"San Acacia",73.89,82.79,0
2019-10-04,"San Acacia",73.89,82.89,0
2019-10-04,"San Acacia",73.89,82.99,0
2019-10-04,"San Acacia",73.89,83.09,0
2019-10-04,"San Acacia",73.89,83.19,0
2019-10-04,"San Acacia",73.89,83.29,0
2019-10-04,"San Acacia",73.89,83.39,0
2019-10-04,"San Acacia",73.89,83.49,0
2019-10-04,"San Acacia",73.89,83.59,0
2019-10-04,"San Acacia",73.89,83.69,0
2019-10-04,"San Acacia",73.89,83.79,0
2019-10-04,"San Acacia",73.89,83.89,0
2019-10-04,"San Acacia",73.89,83.99,0
2019-10-04,"San Acacia",73.89,84.09,0
2019-10-04,"San Acacia",73.89,84.19,0
2019-09-02,"San Acacia",79.15,85.2,0
2019-09-02,"San Acacia",79.15,79.15,0
2019-09-02,"San Acacia",79.15,79.25,0
2019-09-02,"San Acacia",79.15,79.35,0
2019-09-02,"San Acacia",79.15,79.45,0
2019-09-02,"San Acacia",79.15,79.55,0
2019-09-02,"San Acacia",79.15,79.65,0
2019-09-02,"San Acacia",79.15,79.75,0
2019-09-02,"San Acacia",79.15,79.85,0
2019-09-02,"San Acacia",79.15,79.95,0
2019-09-02,"San Acacia",79.15,80.05,0
2019-09-02,"San Acacia",79.15,80.15,0
2019-09-02,"San Acacia",79.15,80.25,0
2019-09-02,"San Acacia",79.15,80.35,0
2019-09-02,"San Acacia",79.15,80.45,0
2019-09-02,"San Acacia",79.15,80.55,0
2019-09-02,"San Acacia",79.15,80.65,0
2019-09-02,"San Acacia",79.15,80.75,0
2019-09-02,"San Acacia",79.15,80.85,0
2019-09-02,"San Acacia",79.15,80.95,0
2019-09-02,"San Acacia",79.15,81.05,0
2019-09-02,"San Acacia",79.15,81.15,0
2019-09-02,"San Acacia",79.15,81.25,0
2019-09-02,"San Acacia",79.15,81.35,0
2019-09-02,"San Acacia",79.15,81.45,0
2019-09-02,"San Acacia",79.15,81.55,0
2019-09-02,"San Acacia",79.15,81.65,0
2019-09-02,"San Acacia",79.15,81.75,0
2019-09-02,"San Acacia",79.15,81.85,0
2019-09-02,"San Acacia",79.15,81.95,0
2019-09-02,"San Acacia",79.15,82.05,0
2019-09-02,"San Acacia",79.15,82.15,0
2019-09-02,"San Acacia",79.15,82.25,0
2019-09-02,"San Acacia",79.15,82.35,0
2019-09-02,"San Acacia",79.15,82.45,0
2019-09-02,"San Acacia",79.15,82.55,0
2019-09-02,"San Acacia",79.15,82.65,0
2019-09-02,"San Acacia",79.15,82.75,0
2019-09-02,"San Acacia",79.15,82.85,0
2019-09-02,"San Acacia",79.15,82.95,0
2019-09-02,"San Acacia",79.15,83.05,0
2019-09-02,"San Acacia",79.15,83.15,0
2019-09-02,"San Acacia",79.15,83.25,0
2019-09-02,"San Acacia",79.15,83.35,0
2019-09-02,"San Acacia",79.15,83.45,0
2019-09-02,"San Acacia",79.15,83.55,0
2019-09-02,"San Acacia",79.15,83.65,0
2019-09-02,"San Acacia",79.15,83.75,0
2019-09-02,"San Acacia",79.15,83.85,0
2019-09-02,"San Acacia",79.15,83.95,0
2019-09-02,"San Acacia",79.15,84.05,0
2019-09-02,"San Acacia",79.15,84.15,0
2019-09-02,"San Acacia",79.15,84.25,0
2019-09-02,"San Acacia",79.15,84.35,0
2019-09-02,"San Acacia",79.15,84.45,0
2019-09-02,"San Acacia",79.15,84.55,0
2019-09-02,"San Acacia",79.15,84.65,0
2019-09-02,"San Acacia",79.15,84.75,0
2019-09-02,"San Acacia",79.15,84.85,0
2019-09-02,"San Acacia",79.15,84.95,0
2019-09-02,"San Acacia",79.15,85.05,0
2019-09-02,"San Acacia",79.15,85.15,0
2019-09-03,"San Acacia",79.15,86.1,0
2019-09-03,"San Acacia",79.15,79.15,0
2019-09-03,"San Acacia",79.15,79.25,0
2019-09-03,"San Acacia",79.15,79.35,0
2019-09-03,"San Acacia",79.15,79.45,0
2019-09-03,"San Acacia",79.15,79.55,0
2019-09-03,"San Acacia",79.15,79.65,0
2019-09-03,"San Acacia",79.15,79.75,0
2019-09-03,"San Acacia",79.15,79.85,0
2019-09-03,"San Acacia",79.15,79.95,0
2019-09-03,"San Acacia",79.15,80.05,0
2019-09-03,"San Acacia",79.15,80.15,0
2019-09-03,"San Acacia",79.15,80.25,0
2019-09-03,"San Acacia",79.15,80.35,0
2019-09-03,"San Acacia",79.15,80.45,0
2019-09-03,"San Acacia",79.15,80.55,0
2019-09-03,"San Acacia",79.15,80.65,0
2019-09-03,"San Acacia",79.15,80.75,0
2019-09-03,"San Acacia",79.15,80.85,0
2019-09-03,"San Acacia",79.15,80.95,0
2019-09-03,"San Acacia",79.15,81.05,0
2019-09-03,"San Acacia",79.15,81.15,0
2019-09-03,"San Acacia",79.15,81.25,0
2019-09-03,"San Acacia",79.15,81.35,0
2019-09-03,"San Acacia",79.15,81.45,0
2019-09-03,"San Acacia",79.15,81.55,0
2019-09-03,"San Acacia",79.15,81.65,0
2019-09-03,"San Acacia",79.15,81.75,0
2019-09-03,"San Acacia",79.15,81.85,0
2019-09-03,"San Acacia",79.15,81.95,0
2019-09-03,"San Acacia",79.15,82.05,0
2019-09-03,"San Acacia",79.15,82.15,0
2019-09-03,"San Acacia",79.15,82.25,0
2019-09-03,"San Acacia",79.15,82.35,0
2019-09-03,"San Acacia",79.15,82.45,0
2019-09-03,"San Acacia",79.15,82.55,0
2019-09-03,"San Acacia",79.15,82.65,0
2019-09-03,"San Acacia",79.15,82.75,0
2019-09-03,"San Acacia",79.15,82.85,0
2019-09-03,"San Acacia",79.15,82.95,0
2019-09-03,"San Acacia",79.15,83.05,0
2019-09-03,"San Acacia",79.15,83.15,0
2019-09-03,"San Acacia",79.15,83.25,0
2019-09-03,"San Acacia",79.15,83.35,0
2019-09-03,"San Acacia",79.15,83.45,0
2019-09-03,"San Acacia",79.15,83.55,0
2019-09-03,"San Acacia",79.15,83.65,0
2019-09-03,"San Acacia",79.15,83.75,0
2019-09-03,"San Acacia",79.15,83.85,0
2019-09-03,"San Acacia",79.15,83.95,0
2019-09-03,"San Acacia",79.15,84.05,0
2019-09-03,"San Acacia",79.15,84.15,0
2019-09-03,"San Acacia",79.15,84.25,0
2019-09-03,"San Acacia",79.15,84.35,0
2019-09-03,"San Acacia",79.15,84.45,0
2019-09-03,"San Acacia",79.15,84.55,0
2019-09-03,"San Acacia",79.15,84.65,0
2019-09-03,"San Acacia",79.15,84.75,0
2019-09-03,"San Acacia",79.15,84.85,0
2019-09-03,"San Acacia",79.15,84.95,0
2019-09-03,"San Acacia",79.15,85.05,0
2019-09-03,"San Acacia",79.15,85.15,0
2019-09-03,"San Acacia",79.15,85.25,0
2019-09-03,"San Acacia",79.15,85.35,0
2019-09-03,"San Acacia",79.15,85.45,0
2019-09-03,"San Acacia",79.15,85.55,0
2019-09-03,"San Acacia",79.15,85.65,0
2019-09-03,"San Acacia",79.15,85.75,0
2019-09-03,"San Acacia",79.15,85.85,0
2019-09-03,"San Acacia",79.15,85.95,0
2019-09-03,"San Acacia",79.15,86.05,0
2019-09-04,"San Acacia",79.15,86.55,0
2019-09-04,"San Acacia",79.15,79.15,0
2019-09-04,"San Acacia",79.15,79.25,0
2019-09-04,"San Acacia",79.15,79.35,0
2019-09-04,"San Acacia",79.15,79.45,0
2019-09-04,"San Acacia",79.15,79.55,0
2019-09-04,"San Acacia",79.15,79.65,0
2019-09-04,"San Acacia",79.15,79.75,0
2019-09-04,"San Acacia",79.15,79.85,0
2019-09-04,"San Acacia",79.15,79.95,0
2019-09-04,"San Acacia",79.15,80.05,0
2019-09-04,"San Acacia",79.15,80.15,0
2019-09-04,"San Acacia",79.15,80.25,0
2019-09-04,"San Acacia",79.15,80.35,0
2019-09-04,"San Acacia",79.15,80.45,0
2019-09-04,"San Acacia",79.15,80.55,0
2019-09-04,"San Acacia",79.15,80.65,0
2019-09-04,"San Acacia",79.15,80.75,0
2019-09-04,"San Acacia",79.15,80.85,0
2019-09-04,"San Acacia",79.15,80.95,0
2019-09-04,"San Acacia",79.15,81.05,0
2019-09-04,"San Acacia",79.15,81.15,0
2019-09-04,"San Acacia",79.15,81.25,0
2019-09-04,"San Acacia",79.15,81.35,0
2019-09-04,"San Acacia",79.15,81.45,0
