"Date","MileDays","PrecipCum_mm","TempCum_C","DischargeCum_cfs","DiversionCum_cfs","ReturnsCum_cfs","Reach"
2010-04-01,0,50.7,1206.2,62850,10119.94,871.636775362319,"R1"
2010-04-02,0,50.7,1220.6,63649,10597.73,871.636775362319,"R1"
2010-04-03,0,50.7,1241.15,64516,11082.4,915.845108695653,"R1"
2010-04-04,0,50.7,1267.85,65405,11563.17,972.178442028986,"R1"
2010-04-05,0,50.7,1296.15,66290,12035.36,1018.63677536232,"R1"
2010-04-06,0,50.7,1317.25,67175,12414.44,1035.63677536232,"R1"
2010-04-07,0,50.7,1333.35,68205,12824.35,1050.22768445323,"R1"
2010-04-08,0,50.7,1353.95,69180,13302.33,1078.54018445323,"R1"
2010-04-09,0,50.7,1378.95,70065,13775,1119.58185111989,"R1"
2010-04-10,0,50.7,1405.05,70883,14258.19,1146.18601778656,"R1"
2010-04-11,0,50.7,1431.75,71622,14749.96,1196.60268445323,"R1"
2010-04-12,0,50.7,1459.25,72433,15256.13,1255.37351778656,"R1"
2010-04-13,0,50.7,1487.55,73314,15738.26,1299.81101778656,"R1"
2010-04-14,0,50.7,1514.25,74894,16200.92,1335.57101778656,"R1"
2010-04-15,0,51.3989630858565,1540.95,77254,16660.11,1363.17518445323,"R1"
2010-04-16,0,52.097926171713,1567.65,79644,17173.9,1377.30018445323,"R1"
2010-04-17,0,52.097926171713,1592.1,82774,17703.42,1398.21685111989,"R1"
2010-04-18,0,52.097926171713,1614.3,85964,18217.44,1446.96153197096,"R1"
2010-04-19,0,52.097926171713,1637.05,88674,18701.21,1494.37819863763,"R1"
2010-04-20,0,52.097926171713,1660.35,90944,19198.04,1553.52403197096,"R1"
2010-04-21,0,52.097926171713,1686.45,93404,19648.6,1662.56569863763,"R1"
2010-04-22,0,57.197926171713,1707.05,96554,20088.2,1733.08653197096,"R1"
2010-04-23,0,57.197926171713,1728.45,99794,20518.66,1774.96153197096,"R1"
2010-04-24,0,57.197926171713,1750.65,102654,20922.83,1855.91986530429,"R1"
2010-04-25,0,57.197926171713,1776.75,105434,21323.5,1908.06569863763,"R1"
2010-04-26,0,57.197926171713,1803.21666666667,108164,21681.42,1942.29486530429,"R1"
2010-04-27,0,57.197926171713,1830.05,110584,22112.96,1957.96153197096,"R1"
2010-04-28,0,57.197926171713,1857.25,112554,22565.21,1984.46153197096,"R1"
2010-04-29,0,57.197926171713,1871.65,114534,23050.38,2013.52403197096,"R1"
2010-04-30,0,57.197926171713,1887.2,116524,23559.78,2035.71153197096,"R1"
2010-05-01,0,57.197926171713,1903.9,118304,24062.51,2071.00319863763,"R1"
2010-05-02,0,57.197926171713,1916.1,120144,24558.36,2112.00319863763,"R1"
2010-05-03,0,57.197926171713,1934.96666666667,122104,25041.74,2175.87819863763,"R1"
2010-05-04,0,57.197926171713,1960.5,124084,25528.49,2233.46153197096,"R1"
2010-05-05,0,57.197926171713,1992.7,126564,25988.89,2282.48236530429,"R1"
2010-05-06,0,57.197926171713,2024.4,128584,26481.45,2332.41986530429,"R1"
2010-05-07,0,57.197926171713,2056.1,130594,26974.24,2370.81569863763,"R1"
2010-05-08,0,57.197926171713,2083.9,132584,27475.37,2382.58653197096,"R1"
2010-05-09,0,57.197926171713,2115.6,134684,27982.35,2407.41986530429,"R1"
2010-05-10,0,57.197926171713,2142.8,136854,28465.79,2446.91986530429,"R1"
2010-05-11,0,57.197926171713,2172.2,139114,28922.33,2487.85736530429,"R1"
2010-05-12,0,57.197926171713,2201.23333333333,141744,29377.48,2512.23236530429,"R1"
2010-05-13,0,57.197926171713,2229.9,144084,29745.71,2542.85736530429,"R1"
2010-05-14,0,57.197926171713,2258.2,145974,30191.25,2592.31569863763,"R1"
2010-05-15,0,57.197926171713,2286.25,147614,30684.98,2647.71153197096,"R1"
2010-05-16,0,57.197926171713,2314.05,148964,31178.38,2722.44069863763,"R1"
2010-05-17,0,57.197926171713,2345.75,150334,31705.71,2779.87819863763,"R1"
2010-05-18,0,57.197926171713,2377.9,151674,32243.91,2826.8554713649,"R1"
2010-05-19,0,57.197926171713,2410.5,153154,32793.95,2877.20963803157,"R1"
2010-05-20,0,57.197926171713,2443.55,155204,33334.78,2909.3554713649,"R1"
2010-05-21,0,57.197926171713,2477.05,157954,33873.95,2941.68880469823,"R1"
2010-05-22,0,57.197926171713,2511,161774,34381.78,2986.7304713649,"R1"
2010-05-23,0,57.197926171713,2545.4,166364,34845.28,3049.08463803157,"R1"
2010-05-24,0,57.197926171713,2575.4,171034,35159.51,3115.81380469823,"R1"
2010-05-25,0,57.197926171713,2606.8,175514,35554.39,3172.58463803157,"R1"
2010-05-26,0,57.197926171713,2639.6,179244,36024.33,3238.08463803157,"R1"
2010-05-27,0,57.197926171713,2673.8,182094,36514.95,3294.52213803157,"R1"
2010-05-28,0,57.197926171713,2709.4,184304,37017.37,3374.06380469823,"R1"
2010-05-29,0,57.197926171713,2743.8,186444,37523.16,3429.37630469823,"R1"
2010-05-30,0,57.197926171713,2779.4,188314,38018.33,3473.77213803157,"R1"
2010-05-31,0,57.197926171713,2811.1,189884,38523.46,3508.4804713649,"R1"
2010-06-01,0,57.197926171713,2846.1,191594,39022.56,3558.86142374585,"R1"
2010-06-02,0,57.197926171713,2879.4,193674,39528.11,3604.28695566074,"R1"
2010-06-03,0,57.197926171713,2914.4,195674,40040.11,3645.16195566074,"R1"
2010-06-04,0,57.197926171713,2952.2,197404,40548.59,3686.14112232741,"R1"
2010-06-05,0,57.197926171713,2993.3,198974,41069.51,3731.51612232741,"R1"
2010-06-06,0,57.197926171713,3032.7,200534,41587.7,3777.07862232741,"R1"
