"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1","Reach"
2018-09-15,2018,"Sep",9,15,160.4,64.1,76.8,19.4,0,0,160.4,156.9,149.1,51910.6,"6"
2018-09-14,2018,"Sep",9,14,160.4,64.1,76.8,19.4,0,0,160.4,156.9,115.2,51593.1,"6"
2018-09-13,2018,"Sep",9,13,154.5,61.4,74.2,18.8,0,0,154.5,152.8,113.9,51275.6,"6"
2018-09-12,2018,"Sep",9,12,154.5,61.4,74.2,18.8,0,0,154.5,151.5,112.6,50969.6,"6"
2018-09-11,2018,"Sep",9,11,154.6,61.5,74.2,18.8,0,0,154.5,146.9,106.5,50663.7,"6"
2018-09-10,2018,"Sep",9,10,160.4,64.2,76.8,19.4,0,0,160.4,141.3,85.2,50357.7,"6"
2018-09-09,2018,"Sep",9,9,139.8,56.2,66.5,17,0,0,139.8,73.6,80.9,50040.1,"6"
2018-09-08,2018,"Sep",9,8,148.1,58.9,71.6,17.6,0,0,148.1,75,85.3,49763.4,"6"
2018-09-07,2018,"Sep",9,7,142.4,62,64,16.4,0,10.7,131.7,73.7,89.8,49470.2,"6"
2018-09-06,2018,"Sep",9,6,129.3,55.9,58.8,14.6,0,2.9,126.4,66.1,94.3,49209.4,"6"
2018-09-05,2018,"Sep",9,5,157.8,68.6,71.6,17.6,0,335.8,-178,29.1,96.6,48959.2,"6"
2018-09-04,2018,"Sep",9,4,157.8,68.6,71.6,17.6,0,11.1,146.7,88.3,125.3,49311.6,"6"
2018-09-03,2018,"Sep",9,3,142.1,62.4,63.9,15.8,0,0.3,141.8,95.6,123.3,49021.2,"6"
2018-09-02,2018,"Sep",9,2,129.7,56.3,58.8,14.6,0,36.1,93.5,105.9,118.7,48740.4,"6"
2018-09-01,2018,"Sep",9,1,114.1,50.2,51.1,12.8,0,172.5,-58.5,122.6,123.4,48555.3,"6"
2018-08-31,2018,"Aug",8,31,176.8,78.2,79.2,19.4,0,59.1,117.7,164,131.1,48671,"6"
2018-08-30,2018,"Aug",8,30,184.2,81.6,82,20.7,0,0.6,183.6,162.3,118.2,48437.9,"6"
2018-08-29,2018,"Aug",8,29,192.9,84.7,87,21.3,0,0,192.9,150.9,115.6,48074.4,"6"
2018-08-28,2018,"Aug",8,28,177.2,78.5,79.2,19.4,0,0,177.2,131.6,113.9,47692.5,"6"
2018-08-27,2018,"Aug",8,27,148.8,65.9,66.4,16.4,0,0.2,148.6,124.2,108.8,47341.6,"6"
2018-08-26,2018,"Aug",8,26,157.5,69,71.5,17,0,48,109.5,98.2,102.1,47047.4,"6"
2018-08-25,2018,"Aug",8,25,148.8,65.9,66.4,16.4,0,22.3,126.5,74,107.3,46830.7,"6"
2018-08-24,2018,"Aug",8,24,148.8,65.9,66.4,16.4,0,52.5,96.3,80.2,104.1,46580.3,"6"
2018-08-23,2018,"Aug",8,23,142.6,62.8,63.9,15.8,0,2.3,140.2,96.3,112.1,46389.6,"6"
2018-08-22,2018,"Aug",8,22,148.8,65.9,66.4,16.4,0,130.2,18.6,93.4,111.2,46112,"6"
2018-08-21,2018,"Aug",8,21,164.1,72.4,74.1,17.6,0,175.7,-11.6,105.9,124.2,46075.1,"6"
2018-08-20,2018,"Aug",8,20,157.5,69,71.5,17,0,0,157.5,140.7,124.9,46098.1,"6"
2018-08-19,2018,"Aug",8,19,176.5,78.5,79.1,18.8,0,0,176.5,127.9,109.8,45786.2,"6"
2018-08-18,2018,"Aug",8,18,164.1,72.4,74.1,17.6,0,38.3,125.8,127.9,94.8,45436.7,"6"
2018-08-17,2018,"Aug",8,17,157.5,69,71.5,17,0,76,81.5,129.1,100.5,45187.7,"6"
2018-08-16,2018,"Aug",8,16,164.1,72.4,74.1,17.6,0,2,162.1,142.5,110.7,45026.4,"6"
2018-08-15,2018,"Aug",8,15,176.5,78.5,79.1,18.8,0,82.6,93.9,109,112.3,44705.4,"6"
2018-08-14,2018,"Aug",8,14,176.5,78.5,79.1,18.9,0,0,176.5,91.7,120.9,44519.6,"6"
2018-08-13,2018,"Aug",8,13,170.3,75.5,76.6,18.2,0,38.6,131.7,61.7,121.5,44170.1,"6"
2018-08-12,2018,"Aug",8,12,148.1,65.9,66.4,15.8,0,0,148.1,72,117.1,43909.3,"6"
2018-08-11,2018,"Aug",8,11,156.8,69,71.4,16.4,0,161.8,-5,78.9,120.5,43616.1,"6"
2018-08-10,2018,"Aug",8,10,141.9,62.8,63.8,15.2,0,134.6,7.3,115.7,133.5,43626,"6"
2018-08-09,2018,"Aug",8,9,169.6,75.5,76.5,17.6,0,143,26.6,150.1,149.1,43611.6,"6"
2018-08-08,2018,"Aug",8,8,182.8,81.6,81.8,19.4,0,0,182.8,181.2,162.8,43559,"6"
2018-08-07,2018,"Aug",8,7,182.8,81.6,81.8,19.4,0,0,182.8,162.3,162.1,43197,"6"
2018-08-06,2018,"Aug",8,6,182.8,81.6,81.8,19.4,0,4.1,178.7,162.1,161.3,42835,"6"
2018-08-05,2018,"Aug",8,5,182.1,81.6,81.7,18.8,0,2.5,179.6,151.3,143.3,42481.1,"6"
2018-08-04,2018,"Aug",8,4,182.1,81.6,81.7,18.8,0,0,182.1,148,107.4,42125.5,"6"
2018-08-03,2018,"Aug",8,3,169.6,75.5,76.5,17.6,0,81.4,88.2,144.3,105.6,41765,"6"
2018-08-02,2018,"Aug",8,2,182.1,81.6,81.7,18.8,0,0,182.1,161.8,111.1,41590.3,"6"
2018-08-01,2018,"Aug",8,1,175.8,78.5,79,18.2,0,51.4,124.4,160.6,103.5,41229.8,"6"
2018-07-31,2018,"July",NA,31,163.4,72.4,74,17,0,0,163.4,135.3,113.4,40983.4,"6"
2018-07-30,2018,"July",NA,30,163.4,72.4,74,17,0,0,163.4,66.8,117.2,40659.9,"6"
2018-07-29,2018,"July",NA,29,175.8,78.5,79,18.2,0,0,175.8,66.8,119.2,40336.4,"6"
2018-07-28,2018,"July",NA,28,175.8,78.5,79,18.2,0,0,175.8,60.3,121.4,39988.4,"6"
2018-07-27,2018,"July",NA,27,163.4,72.4,74,17,0,165.1,-1.7,46.4,123,39640.3,"6"
2018-07-26,2018,"July",NA,26,182.1,81.6,81.7,18.8,0,361.6,-179.5,91.4,141.6,39643.7,"6"
2018-07-25,2018,"July",NA,25,190.8,84.7,86.7,19.4,0,27,163.8,167.6,148.6,39999,"6"
2018-07-24,2018,"July",NA,24,169.6,75.5,76.5,17.6,0,26.5,143.1,171.5,142,39674.7,"6"
2018-07-23,2018,"July",NA,23,214.7,95.2,97,22.5,0,108.6,106,182.5,143,39391.3,"6"
2018-07-22,2018,"July",NA,22,223.5,98.3,102.1,23.1,0,0,223.5,199.7,149.1,39181.4,"6"
2018-07-21,2018,"July",NA,21,201.8,88.7,91.8,21.3,0,0,201.8,191.7,140.7,38738.9,"6"
2018-07-20,2018,"July",NA,20,201.8,88.7,91.8,21.3,0,18.8,183,129.5,137.8,38339.5,"6"
2018-07-19,2018,"July",NA,19,198.2,88.3,89.2,20.7,0,0,198.2,112.4,137.1,37977,"6"
2018-07-18,2018,"July",NA,18,192.1,85.3,86.8,20.1,0,0,192.1,103.4,126.2,37584.6,"6"
2018-07-17,2018,"July",NA,17,183.5,82.3,81.8,19.4,0,0,183.5,98.5,124.8,37204.2,"6"
2018-07-16,2018,"July",NA,16,164,73,74,17,0,273.2,-109.2,89.6,123.7,36840.9,"6"
2018-07-15,2018,"July",NA,15,202.1,89,91.8,21.3,0,104.6,97.5,146,152.4,37057.2,"6"
2018-07-14,2018,"July",NA,14,157.5,69.7,71.4,16.4,0,4.4,153.1,161.8,149.6,36864,"6"
2018-07-13,2018,"July",NA,13,183.7,82.4,81.8,19.4,0,15.9,167.8,149.1,154.2,36560.9,"6"
2018-07-12,2018,"July",NA,12,142.5,63.5,63.8,15.2,0,3.8,138.8,151.1,157.8,36228.6,"6"
2018-07-11,2018,"July",NA,11,177.4,79.4,79.1,18.8,0,4.5,172.9,157.9,167.1,35953.9,"6"
2018-07-10,2018,"July",NA,10,183.8,82.6,81.8,19.4,0,7.4,176.4,158.8,172.4,35611.5,"6"
2018-07-09,2018,"July",NA,9,177.5,79.5,79.1,18.8,0,87.9,89.6,137.4,174.2,35262.3,"6"
2018-07-08,2018,"July",NA,8,203.2,89.4,91.9,21.9,0,25.3,177.9,159.3,183,35084.9,"6"
2018-07-07,2018,"July",NA,7,184,82.7,81.8,19.5,0,11.4,172.6,164.5,188.4,34732.8,"6"
2018-07-06,2018,"July",NA,6,177.6,79.7,79.1,18.8,0,0.1,177.6,176.4,189.9,34391.1,"6"
2018-07-05,2018,"July",NA,5,177.7,79.7,79.1,18.8,0,108.3,69.4,186.1,193.9,34039.5,"6"
2018-07-04,2018,"July",NA,4,199.6,89.1,89.3,21.3,0,0.4,199.3,210.9,207.4,33902,"6"
2018-07-03,2018,"July",NA,3,203.4,89.6,91.9,21.9,0,0,203.4,206.6,208,33507.5,"6"
2018-07-02,2018,"July",NA,2,232.3,102.6,104.8,24.9,0,0,232.3,212.4,208.8,33104.7,"6"
2018-07-01,2018,"July",NA,1,226,99.5,102.2,24.3,0,0,226,203.5,208.9,32644.8,"6"
2018-06-30,2018,"June",NA,30,193.6,86.1,86.9,20.7,0,0,193.6,201.8,207.4,32197.2,"6"
2018-06-29,2018,"June",NA,29,177.9,79.9,79.1,18.8,0,0.3,177.7,204,208.5,31813.8,"6"
2018-06-28,2018,"June",NA,28,232.5,102.8,104.8,24.9,0,0,232.5,209.4,209.3,31462,"6"
2018-06-27,2018,"June",NA,27,245.8,109.1,110,26.7,0,58.2,187.6,205.1,203.9,31001.7,"6"
2018-06-26,2018,"June",NA,26,217.5,96.7,97.1,23.7,0,0,217.5,214.3,201.1,30630.3,"6"
2018-06-25,2018,"June",NA,25,204.6,90,92,22.5,0,0,204.6,213.1,154,30199.6,"6"
2018-06-24,2018,"June",NA,24,204.6,90.1,92,22.5,0,0,204.6,213.1,147.8,29794.6,"6"
2018-06-23,2018,"June",NA,23,211.3,93.7,94.5,23.1,0,0,211.3,209.2,147.2,29389.4,"6"
2018-06-22,2018,"June",NA,22,233.5,103.1,104.9,25.5,0,0,233.5,202.7,146.3,28971,"6"
2018-06-21,2018,"June",NA,21,211.3,93.7,94.5,23.1,0,0,211.3,188,147.5,28508.8,"6"
2018-06-20,2018,"June",NA,20,204.6,90.1,92,22.5,0,0,204.6,95,147.9,28090.3,"6"
2018-06-19,2018,"June",NA,19,185.3,83.4,81.9,20.1,0,0,185.3,82.5,146.4,27685.2,"6"
2018-06-18,2018,"June",NA,18,178.9,80.2,79.2,19.4,0,0,178.9,85.3,148.1,27318.3,"6"
2018-06-17,2018,"June",NA,17,159.7,70.5,71.6,17.6,0,0,159.7,90,152.7,26964,"6"
2018-06-16,2018,"June",NA,16,123.9,54.5,56.1,13.4,0,377.6,-253.7,107,158.2,26647.9,"6"
2018-06-15,2018,"June",NA,15,194.3,86.1,87,21.3,0,52.1,142.2,200.9,202.6,27150.2,"6"
2018-06-14,2018,"June",NA,14,200.1,88.8,89.4,21.9,0,0.7,199.4,210.3,210.8,26868.7,"6"
2018-06-13,2018,"June",NA,13,210.5,92.2,94.6,23.7,0,8.2,202.3,210.9,212.3,26473.9,"6"
2018-06-12,2018,"June",NA,12,244.8,107.4,110.1,27.3,0,0,244.8,215.4,189.6,26073.4,"6"
2018-06-11,2018,"June",NA,11,216,94.5,97.2,24.3,0,0,216,209.4,185.9,25588.7,"6"
2018-06-10,2018,"June",NA,10,203,87.8,92.1,23.1,0,13.9,189.1,204.4,185.6,25161,"6"
2018-06-09,2018,"June",NA,9,203,87.8,92.1,23.1,0,0.9,202.1,211.2,187.3,24786.6,"6"
2018-06-08,2018,"June",NA,8,224.8,96.8,102.4,25.5,0,0,224.8,213.7,187.8,24386.4,"6"
2018-06-07,2018,"June",NA,7,215.6,93.3,97.3,24.9,0,0.5,215.1,163.8,186,23941.3,"6"
2018-06-06,2018,"June",NA,6,215.1,92.9,97.3,24.9,0,24.4,190.7,162.3,184.4,23515.5,"6"
2018-06-05,2018,"June",NA,5,223.6,95.6,102.4,25.5,0,0,223.6,166.8,184.9,23137.9,"6"
2018-06-04,2018,"June",NA,4,214.4,92.1,97.3,24.9,0,0,214.4,163.5,182,22695.3,"6"
2018-06-03,2018,"June",NA,3,163.1,70.1,74.2,18.8,0,187.8,-24.6,161.9,181.1,22270.8,"6"
2018-06-02,2018,"June",NA,2,207.6,88.6,94.7,24.3,0,0,207.6,208.1,202.5,22319.6,"6"
2018-06-01,2018,"June",NA,1,213.1,90.9,97.3,24.9,0,0,213.1,206.5,201.1,21908.6,"6"
2018-05-31,2018,"May",5,31,206.8,87.8,94.7,24.3,0,0,206.8,202.9,196.5,21486.5,"6"
2018-05-30,2018,"May",5,30,206.4,87.4,94.7,24.3,0,0,206.4,200.6,168.8,21077.1,"6"
2018-05-29,2018,"May",5,29,206.7,87,94.8,24.9,0,0,206.7,200.4,165.4,20668.5,"6"
2018-05-28,2018,"May",5,28,199.3,83.4,92.2,23.7,0,0,199.3,196.8,161.3,20259.3,"6"
2018-05-27,2018,"May",5,27,195.6,82.9,89.6,23.1,0,0,195.6,195.8,158.6,19864.7,"6"
2018-05-26,2018,"May",5,26,195.2,82.5,89.6,23.1,0,0,195.2,190,159.4,19477.4,"6"
2018-05-25,2018,"May",5,25,205.4,85.8,94.8,24.9,0,0,205.4,136.9,157.7,19090.9,"6"
2018-05-24,2018,"May",5,24,188.6,78.9,87.2,22.5,0,0,188.6,130.3,156.5,18684.1,"6"
2018-05-23,2018,"May",5,23,194.4,81.7,89.6,23.1,0,0,194.4,125.8,154,18310.7,"6"
2018-05-22,2018,"May",5,22,166.6,69.6,76.9,20.1,0,0,166.6,121.3,151.7,17925.9,"6"
2018-05-21,2018,"May",5,21,154.3,63.7,71.8,18.8,0,224.8,-70.5,128.7,153,17596.1,"6"
2018-05-20,2018,"May",5,20,172.6,71.9,79.5,21.3,0,0,172.6,178.4,177.9,17735.7,"6"
2018-05-19,2018,"May",5,19,165.7,68.8,76.9,20.1,0,0,165.7,182.6,181,17393.8,"6"
2018-05-18,2018,"May",5,18,172.3,71.5,79.5,21.3,0,0,172.3,182.2,184.8,17065.7,"6"
2018-05-17,2018,"May",5,17,203.3,82.9,94.9,25.5,0,0,203.3,182.2,187,16724.6,"6"
2018-05-16,2018,"May",5,16,178.2,74.2,82.2,21.9,0,0,178.2,177.3,185.4,16322,"6"
2018-05-15,2018,"May",5,15,193.4,80,89.7,23.7,0,0,193.4,177.4,185.5,15969.1,"6"
2018-05-14,2018,"May",5,14,166.4,68.7,77,20.7,0,2.7,163.6,179.4,182.8,15586.2,"6"
2018-05-13,2018,"May",5,13,172.2,71.5,79.5,21.3,0,0,172.2,187.4,181.9,15262.2,"6"
2018-05-12,2018,"May",5,12,178.9,74.2,82.2,22.5,0,0,178.9,191.8,177.3,14921.2,"6"
2018-05-11,2018,"May",5,11,178.9,74.2,82.2,22.5,0,0,178.9,193.6,171.2,14567,"6"
2018-05-10,2018,"May",5,10,203.2,82.8,94.9,25.5,0,0,203.2,193.6,166.6,14212.8,"6"
2018-05-09,2018,"May",5,9,203.9,82.8,95,26.1,0,0,203.9,186.3,160.8,13810.4,"6"
2018-05-08,2018,"May",5,8,194,79.9,89.8,24.3,0,0,194,176.3,157.1,13406.6,"6"
2018-05-07,2018,"May",5,7,187.8,76.8,87.3,23.7,0,0,187.8,162.8,151.4,13022.4,"6"
2018-05-06,2018,"May",5,6,178.8,74.1,82.2,22.5,0,0,178.8,148.8,145.9,12650.5,"6"
2018-05-05,2018,"May",5,5,166.9,68.6,77.1,21.3,0,0,166.9,139.6,145.4,12296.4,"6"
2018-05-04,2018,"May",5,4,154,62.7,71.9,19.4,0,0,154,135.3,143.2,11965.9,"6"
2018-05-03,2018,"May",5,3,126.2,51.5,58.9,15.8,0,0,126.2,137.9,144.5,11660.9,"6"
2018-05-02,2018,"May",5,2,119.9,48.4,56.4,15.2,0,2,117.9,140,147.9,11410.9,"6"
2018-05-01,2018,"May",5,1,132.8,54.2,61.6,17,0,0,132.8,143,150.1,11177.5,"6"
2018-04-30,2018,"Apr",4,30,145.7,60,66.8,18.8,0,0,145.7,151.1,150.1,10914.5,"6"
2018-04-29,2018,"Apr",4,29,166.9,68.6,77.1,21.3,0,0,166.9,151.1,145.4,10626.1,"6"
2018-04-28,2018,"Apr",4,28,145.6,60,66.8,18.8,0,8.7,136.9,151.1,142.7,10295.7,"6"
2018-04-27,2018,"Apr",4,27,132.7,54.1,61.6,17,0,0,132.7,155.9,140.9,10024.6,"6"
2018-04-26,2018,"Apr",4,26,173.5,71.3,79.7,22.5,0,0,173.5,157.2,142.8,9761.8,"6"
2018-04-25,2018,"Apr",4,25,145.6,60,66.8,18.8,0,0,145.6,149,140.6,9418.3,"6"
2018-04-24,2018,"Apr",4,24,166.8,68.5,77.1,21.3,0,0,166.8,139.7,139.1,9130,"6"
2018-04-23,2018,"Apr",4,23,160.6,65.4,74.5,20.7,0,0,160.6,134.2,134.3,8799.6,"6"
