"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1","Reach"
2018-10-22,2018,"Oct",10,22,64.3,30.6,25.1,8.7,0,16.8,47.5,59.7,36,50185.4,"7"
2018-10-21,2018,"Oct",10,21,64.3,30.6,25.1,8.7,0,0,64.3,58,37.3,50091.3,"7"
2018-10-20,2018,"Oct",10,20,70,33.7,27.1,9.2,0,0,70,47.3,39.2,49963.9,"7"
2018-10-19,2018,"Oct",10,19,78,36.7,31,10.4,0,0,78,36.2,40.6,49825.3,"7"
2018-10-18,2018,"Oct",10,18,38.9,18.4,15.3,5.2,0,0.2,38.7,9.5,34.4,49670.8,"7"
2018-10-17,2018,"Oct",10,17,38.9,18.4,15.3,5.2,0,0,38.9,12.3,31.3,49594.2,"7"
2018-10-16,2018,"Oct",10,16,30.9,15.3,11.5,4,0,20.1,10.7,16.6,24.1,49517.2,"7"
2018-10-15,2018,"Oct",10,15,30.9,15.3,11.5,4,0,16.3,14.5,31.1,32.6,49495.9,"7"
2018-10-14,2018,"Oct",10,14,58.8,27.5,23.2,8.1,0,114.2,-55.4,45,41.3,49467.2,"7"
2018-10-13,2018,"Oct",10,13,70,33.7,27.1,9.2,0,17.1,52.9,59.4,57,49576.8,"7"
2018-10-12,2018,"Oct",10,12,64.3,30.6,25.1,8.7,0,4.4,59.9,50.3,60.6,49472,"7"
2018-10-11,2018,"Oct",10,11,83.7,39.8,32.9,11,0,0,83.7,31.6,53.4,49353.4,"7"
2018-10-10,2018,"Oct",10,10,83.7,39.8,32.9,11,0,0,83.7,34,51.5,49187.7,"7"
2018-10-09,2018,"Oct",10,9,64.3,30.6,25.1,8.7,0,47.5,16.9,37.6,54,49022.1,"7"
2018-10-08,2018,"Oct",10,8,64.4,30.6,25.1,8.7,0,56.8,7.6,54.5,63.9,48988.7,"7"
2018-10-07,2018,"Oct",10,7,70.3,34,27.1,9.2,0,104.3,-34,70.9,74.6,48973.6,"7"
2018-10-06,2018,"Oct",10,6,95.9,46.3,36.9,12.7,0,0,95.9,75.2,88.9,49040.9,"7"
2018-10-05,2018,"Oct",10,5,101.5,49.4,38.8,13.3,0,0,101.5,69,87.7,48851,"7"
2018-10-04,2018,"Oct",10,4,101.5,49.4,38.8,13.3,0,0,101.5,70.5,80.4,48650,"7"
2018-10-03,2018,"Oct",10,3,89.7,43.3,34.9,11.5,0,0,89.7,73.2,82.9,48449,"7"
2018-10-02,2018,"Oct",10,2,89.7,43.3,34.9,11.5,0,102.4,-12.7,78.3,84.8,48271.5,"7"
2018-10-01,2018,"Oct",10,1,89.7,43.3,34.9,11.5,0,24.8,64.9,102.7,97,48296.6,"7"
2018-09-30,2018,"Sep",9,30,108.9,52.6,42.6,13.8,0,0,108.9,106.5,100,48168.2,"7"
2018-09-29,2018,"Sep",9,29,115.3,55.6,44.6,15,0,0,115.3,90.3,75.5,47952.5,"7"
2018-09-28,2018,"Sep",9,28,115.3,55.6,44.6,15,0,0,115.3,92.5,60.4,47724.2,"7"
2018-09-27,2018,"Sep",9,27,109,52.6,42.6,13.8,0,0,109,91.3,62.8,47496,"7"
2018-09-26,2018,"Sep",9,26,84.1,40.2,32.9,11,0,0,84.1,91.3,65.1,47280.3,"7"
2018-09-25,2018,"Sep",9,25,114.6,55.7,44.5,14.4,0,86.8,27.8,93.6,69.6,47113.8,"7"
2018-09-24,2018,"Sep",9,24,126.5,61.9,48.5,16.2,0,0,126.5,60.7,80.3,47058.7,"7"
2018-09-23,2018,"Sep",9,23,109,52.6,42.6,13.8,0,0,109,28.2,82.5,46808.2,"7"
2018-09-22,2018,"Sep",9,22,109,52.6,42.6,13.8,0,0,109,34.3,85.8,46592.3,"7"
2018-09-21,2018,"Sep",9,21,95.4,46.5,36.8,12.1,0,0,95.4,38.9,89.2,46376.4,"7"
2018-09-20,2018,"Sep",9,20,89.8,43.4,34.9,11.5,0,226.3,-136.6,45.6,93.8,46187.6,"7"
2018-09-19,2018,"Sep",9,19,109.1,52.7,42.6,13.8,0,145,-35.9,99.9,122.3,46458,"7"
2018-09-18,2018,"Sep",9,18,139.5,68.1,54.1,17.3,0,0,139.5,136.7,139.9,46529.1,"7"
2018-09-17,2018,"Sep",9,17,132.2,65.1,50.4,16.7,0,0,132.2,137.3,137.6,46252.8,"7"
2018-09-16,2018,"Sep",9,16,128.6,64.6,48.3,15.6,0,0,128.6,139.4,137.2,45991,"7"
2018-09-15,2018,"Sep",9,15,135.1,67.9,50.4,16.7,0,0,135.1,142,128.5,45736.5,"7"
2018-09-14,2018,"Sep",9,14,148.3,74.4,56,17.9,0,0,148.3,144.7,116.9,45469,"7"
2018-09-13,2018,"Sep",9,13,142.5,71.1,54.1,17.3,0,0,142.5,143,108.8,45175.4,"7"
2018-09-12,2018,"Sep",9,12,142.6,71.2,54.1,17.3,0,0,142.6,137.8,105.7,44893.2,"7"
2018-09-11,2018,"Sep",9,11,142.6,71.2,54.1,17.3,0,1,141.6,135,98.3,44611,"7"
2018-09-10,2018,"Sep",9,10,148.5,74.6,56,17.9,0,0,148.5,115,64.7,44330.7,"7"
2018-09-09,2018,"Sep",9,9,142.1,71.3,54,16.7,0,2.3,139.8,89.2,62.4,44036.7,"7"
2018-09-08,2018,"Sep",9,8,116.7,58.4,44.4,13.8,0,0,116.7,74.6,61.1,43759.9,"7"
2018-09-07,2018,"Sep",9,7,128.8,64.9,48.3,15.6,0,0.4,128.4,73.6,66.1,43529,"7"
2018-09-06,2018,"Sep",9,6,110.9,55.2,42.4,13.3,0,69.1,41.8,61.5,68.7,43274.7,"7"
2018-09-05,2018,"Sep",9,5,142.1,71.3,54,16.7,0,122.6,19.5,14.5,78,43191.9,"7"
2018-09-04,2018,"Sep",9,4,142.1,71.3,54,16.7,0,75.4,66.7,35.6,88.4,43153.4,"7"
2018-09-03,2018,"Sep",9,3,134.6,68.2,50.3,16.2,0,23.2,111.4,47.6,90.1,43021.4,"7"
2018-09-02,2018,"Sep",9,2,102.7,52,38.6,12.1,0,34.3,68.3,58.7,89,42800.7,"7"
2018-09-01,2018,"Sep",9,1,102.7,52,38.6,12.1,0,296.2,-193.6,75.9,88.4,42665.4,"7"
2018-08-31,2018,"Aug",8,31,160.4,82.1,59.8,18.5,0,35.1,125.2,141.6,100,43048.7,"7"
2018-08-30,2018,"Aug",8,30,154.6,78.8,57.9,17.9,0,28,126.6,141.2,88.8,42800.7,"7"
2018-08-29,2018,"Aug",8,29,166.9,85.4,61.9,19.6,0,0,166.9,132.6,91,42550.1,"7"
2018-08-28,2018,"Aug",8,28,154.6,78.8,57.9,17.9,0,0,154.6,119.4,90.2,42219.7,"7"
2018-08-27,2018,"Aug",8,27,134.8,69,50.2,15.6,0,0,134.8,100.8,80.5,41913.6,"7"
2018-08-26,2018,"Aug",8,26,134.7,69,50.2,15.6,0,11.6,123.2,58.3,70.1,41646.7,"7"
2018-08-25,2018,"Aug",8,25,129,65.7,48.2,15,0,45.2,83.7,36.4,72.2,41402.9,"7"
2018-08-24,2018,"Aug",8,24,129,65.7,48.2,15,0,28.3,100.7,49.3,73.2,41237.1,"7"
2018-08-23,2018,"Aug",8,23,122.5,62.5,46.2,13.9,0,60.7,61.8,61.1,78.6,41037.6,"7"
2018-08-22,2018,"Aug",8,22,134.8,69,50.2,15.6,0,212.5,-77.8,60.2,79.7,40915.3,"7"
2018-08-21,2018,"Aug",8,21,148.1,75.6,55.8,16.7,0,134.6,13.5,81.9,101.6,41069.2,"7"
2018-08-20,2018,"Aug",8,20,148.1,75.6,55.8,16.7,0,0,148.1,107.9,99.2,41042.4,"7"
2018-08-19,2018,"Aug",8,19,159.8,82.2,59.7,17.9,0,0,159.8,97.2,91.2,40749.2,"7"
2018-08-18,2018,"Aug",8,18,148.1,75.6,55.8,16.7,0,90.6,57.5,96.1,72.4,40432.9,"7"
2018-08-17,2018,"Aug",8,17,142.3,72.3,53.9,16.2,0,111.7,30.6,99.1,83.2,40318.9,"7"
2018-08-16,2018,"Aug",8,16,148.1,75.6,55.8,16.7,0,4.5,143.6,121.3,96.1,40258.3,"7"
2018-08-15,2018,"Aug",8,15,159.8,82.2,59.7,17.9,0,65.3,94.5,90.4,97.9,39974,"7"
2018-08-14,2018,"Aug",8,14,154,78.9,57.8,17.3,0,0,154,85.2,101.1,39786.9,"7"
2018-08-13,2018,"Aug",8,13,159.8,82.2,59.7,17.9,0,86.9,72.9,48.8,102.2,39481.9,"7"
2018-08-12,2018,"Aug",8,12,141.6,72.3,53.7,15.6,0,0,141.6,67.4,98,39337.6,"7"
2018-08-11,2018,"Aug",8,11,141.6,72.3,53.7,15.6,0,152.6,-11,70.9,96.9,39057.2,"7"
2018-08-10,2018,"Aug",8,10,122.5,62.5,46.2,13.8,0,53.9,68.6,105.3,111.6,39079.1,"7"
2018-08-09,2018,"Aug",8,9,153.3,78.9,57.7,16.7,0,181.3,-27.9,116.9,119.5,38943.1,"7"
2018-08-08,2018,"Aug",8,8,165.5,85.5,61.6,18.5,0,0,165.5,155.5,137,38998.4,"7"
2018-08-07,2018,"Aug",8,7,159.1,82.2,59.6,17.3,0,0,159.1,128.6,136.4,38670.7,"7"
2018-08-06,2018,"Aug",8,6,165.5,85.5,61.6,18.5,0,4.3,161.2,122.9,136.4,38355.7,"7"
2018-08-05,2018,"Aug",8,5,164.8,85.5,61.5,17.9,0,38,126.8,117.9,120.1,38036.5,"7"
2018-08-04,2018,"Aug",8,4,164.8,85.5,61.5,17.9,0,0,164.8,122,90.3,37785.4,"7"
2018-08-03,2018,"Aug",8,3,153.3,78.9,57.7,16.7,0,122.1,31.3,118.5,85.6,37459,"7"
2018-08-02,2018,"Aug",8,2,164.8,85.5,61.5,17.9,0,34.3,130.5,144.1,93.4,37397.2,"7"
2018-08-01,2018,"Aug",8,1,153.3,78.9,57.7,16.7,0,17.4,136,149.8,92.1,37138.8,"7"
2018-07-31,2018,"July",NA,31,147.4,75.6,55.7,16.1,0,0,147.4,122.4,97.2,36869.6,"7"
2018-07-30,2018,"July",NA,30,147.4,75.6,55.7,16.1,0,0,147.4,58.7,101.2,36577.8,"7"
2018-07-29,2018,"July",NA,29,159.1,82.2,59.6,17.3,0,0,159.1,52.7,103.8,36285.9,"7"
2018-07-28,2018,"July",NA,28,159.1,82.2,59.6,17.3,0,0,159.1,42.7,105.7,35970.9,"7"
2018-07-27,2018,"July",NA,27,147.4,75.6,55.7,16.2,0,148.5,-1.1,34.4,106.7,35655.9,"7"
2018-07-26,2018,"July",NA,26,172.5,88.7,65.3,18.5,0,343.5,-171,72.1,122.2,35658.1,"7"
2018-07-25,2018,"July",NA,25,172.5,88.7,65.3,18.5,0,55.2,117.3,143.8,146.1,35996.7,"7"
2018-07-24,2018,"July",NA,24,153.3,78.9,57.7,16.7,0,44,109.3,154.9,149,35764.5,"7"
2018-07-23,2018,"July",NA,23,173.2,88.7,65.4,19.1,0,55.9,117.3,168.7,148.8,35548,"7"
2018-07-22,2018,"July",NA,22,187.5,95.6,71.2,20.8,0,0,187.5,179.1,148.2,35315.8,"7"
2018-07-21,2018,"July",NA,21,187.5,95.6,71.2,20.8,0,0,187.5,172.2,139.8,34944.5,"7"
2018-07-20,2018,"July",NA,20,178.9,91.9,67.3,19.6,0,5.8,173.1,148.5,134,34573.2,"7"
2018-07-19,2018,"July",NA,19,178.9,91.9,67.3,19.6,0,0.6,178.3,143,128.8,34230.6,"7"
2018-07-18,2018,"July",NA,18,173.2,88.7,65.4,19.1,0,4.2,169,128.8,117.8,33877.6,"7"
2018-07-17,2018,"July",NA,17,153.3,78.9,57.7,16.7,0,0,153.3,117.3,118.2,33543,"7"
2018-07-16,2018,"July",NA,16,134.1,69,50.1,15,0,65.5,68.6,107.4,118.8,33239.4,"7"
2018-07-15,2018,"July",NA,15,173.2,88.7,65.4,19.1,0,27.3,145.9,119.4,127.8,33103.5,"7"
2018-07-14,2018,"July",NA,14,153.3,78.9,57.7,16.7,0,46.1,107.2,114.6,123.5,32814.7,"7"
2018-07-13,2018,"July",NA,13,173.2,88.7,65.4,19.1,0,61.6,111.5,106.8,128.9,32602.4,"7"
2018-07-12,2018,"July",NA,12,122.5,62.5,46.2,13.8,0,18.9,103.6,119.1,134.3,32381.6,"7"
2018-07-11,2018,"July",NA,11,141.6,72.3,53.7,15.6,0,12.6,129,130.3,142.8,32176.4,"7"
2018-07-10,2018,"July",NA,10,147.4,75.6,55.7,16.2,0,25.9,121.5,136.1,148.7,31921,"7"
2018-07-09,2018,"July",NA,9,141.6,72.3,53.7,15.6,0,73.4,68.2,132.4,149.2,31680.4,"7"
2018-07-08,2018,"July",NA,8,173.2,88.7,65.4,19.1,0,0,173.2,151,159,31545.4,"7"
2018-07-07,2018,"July",NA,7,159.8,82.2,59.7,17.9,0,0,159.8,149.5,163.1,31202.6,"7"
2018-07-06,2018,"July",NA,6,159.8,82.2,59.7,17.9,0,1.9,157.9,155.2,155,30886.2,"7"
2018-07-05,2018,"July",NA,5,154,78.9,57.8,17.3,0,51,102.9,161.3,160,30573.6,"7"
2018-07-04,2018,"July",NA,4,182.2,92.1,69.3,20.8,0,20.8,161.5,166,168,30369.8,"7"
2018-07-03,2018,"July",NA,3,165.5,85.5,61.6,18.5,0,0,165.5,167.1,170.2,30050.1,"7"
2018-07-02,2018,"July",NA,2,188.2,95.6,71.3,21.4,0,0,188.2,176.7,172.5,29722.3,"7"
2018-07-01,2018,"July",NA,1,188.2,95.6,71.3,21.4,0,0,188.2,154.9,173.9,29349.6,"7"
2018-06-30,2018,"June",NA,30,148.1,75.6,55.8,16.7,0,21.5,126.6,158.8,174,28977.1,"7"
2018-06-29,2018,"June",NA,29,182.2,92.1,69.3,20.8,0,15.5,166.7,170.1,179.6,28726.3,"7"
2018-06-28,2018,"June",NA,28,213.8,108.6,80.9,24.3,0,0,213.8,173.3,180.4,28396.2,"7"
2018-06-27,2018,"June",NA,27,202.3,102.2,77,23.1,0,123.3,78.9,168.3,175.6,27972.8,"7"
2018-06-26,2018,"June",NA,26,208,105.4,78.9,23.7,0,0,208,193,182.1,27816.5,"7"
2018-06-25,2018,"June",NA,25,182.9,92.1,69.5,21.4,0,0,182.9,189.2,143.4,27404.8,"7"
2018-06-24,2018,"June",NA,24,182.9,92.1,69.5,21.4,0,0,182.9,189.2,132.4,27042.6,"7"
2018-06-23,2018,"June",NA,23,188.9,95.6,71.4,21.9,0,0,188.9,187.5,127.7,26680.4,"7"
2018-06-22,2018,"June",NA,22,202.3,102.2,77,23.1,0,0,202.3,183,117.9,26306.4,"7"
2018-06-21,2018,"June",NA,21,188.9,95.6,71.4,21.9,0,0,188.9,171.1,118.1,25905.9,"7"
2018-06-20,2018,"June",NA,20,182.9,92.1,69.5,21.4,0,0,182.9,97.7,117.5,25531.9,"7"
2018-06-19,2018,"June",NA,19,174.5,88.7,65.7,20.2,0,0,174.5,75.7,111.1,25169.7,"7"
2018-06-18,2018,"June",NA,18,166.2,85.5,61.7,19.1,0,0,166.2,67.8,112.4,24824.1,"7"
2018-06-17,2018,"June",NA,17,143,72.3,54,16.7,0,0,143,52.9,114.1,24495,"7"
2018-06-16,2018,"June",NA,16,103.4,52.7,38.6,12.1,0,281.8,-178.4,65,116.6,24211.8,"7"
2018-06-15,2018,"June",NA,15,174.5,88.7,65.7,20.2,0,101.5,73,137.4,151.4,24565.1,"7"
2018-06-14,2018,"June",NA,14,174.5,88.7,65.7,20.2,0,39.2,135.3,146.6,163.1,24420.6,"7"
2018-06-13,2018,"June",NA,13,183.6,92.1,69.6,21.9,0,91.9,91.7,156.9,168,24152.6,"7"
2018-06-12,2018,"June",NA,12,203.6,102.1,77.3,24.3,0,0,203.6,175.3,164.1,23971.1,"7"
2018-06-11,2018,"June",NA,11,183.6,92.1,69.6,21.9,0,0,183.6,168.2,161.8,23567.9,"7"
2018-06-10,2018,"June",NA,10,174.5,88.6,65.7,20.2,0,55.7,118.8,165.4,161.9,23204.4,"7"
2018-06-09,2018,"June",NA,9,189.5,95.5,71.5,22.5,0,2.4,187.1,179.7,167.5,22969.3,"7"
2018-06-08,2018,"June",NA,8,183.5,92.1,69.6,21.9,0,0,183.5,179.1,166.9,22598.9,"7"
2018-06-07,2018,"June",NA,7,180.8,91.8,67.6,21.4,0,12.9,167.9,152.8,166.1,22235.5,"7"
2018-06-06,2018,"June",NA,6,183.5,92,69.6,21.9,0,13.7,169.8,155.5,166.9,21903,"7"
2018-06-05,2018,"June",NA,5,190.1,95.4,71.6,23.1,0,0,190.1,158.4,166.6,21566.9,"7"
2018-06-04,2018,"June",NA,4,184.1,91.9,69.7,22.5,0,0,184.1,155.3,164.4,21190.5,"7"
2018-06-03,2018,"June",NA,3,155.2,78.7,58,18.5,0,103.1,52.2,154.7,163.5,20826,"7"
2018-06-02,2018,"June",NA,2,181.4,91.7,67.8,21.9,0,0,181.4,179.4,176.4,20722.7,"7"
2018-06-01,2018,"June",NA,1,184,91.9,69.7,22.5,0,0,184,178.3,175.1,20363.6,"7"
2018-05-31,2018,"May",5,31,174.9,88.4,65.8,20.8,0,0,174.9,174.9,172.2,19999.2,"7"
2018-05-30,2018,"May",5,30,181.3,91.6,67.8,21.9,0,0,181.3,173.5,144.1,19652.9,"7"
2018-05-29,2018,"May",5,29,175.6,88.3,65.9,21.4,0,0,175.6,172.3,140.9,19294,"7"
2018-05-28,2018,"May",5,28,175.5,88.3,65.9,21.4,0,0,175.5,173.4,140.1,18946.4,"7"
2018-05-27,2018,"May",5,27,167.2,85.1,62,20.2,0,0,167.2,171.8,137.4,18598.8,"7"
2018-05-26,2018,"May",5,26,167.9,85.1,62.1,20.8,0,0,167.9,169.5,138.8,18267.7,"7"
2018-05-25,2018,"May",5,25,175.5,88.2,65.9,21.4,0,0,175.5,114.6,139.6,17935.3,"7"
2018-05-24,2018,"May",5,24,181,91.3,67.8,21.9,0,0,181,109.4,138.8,17587.8,"7"
2018-05-23,2018,"May",5,23,167.7,84.8,62.1,20.8,0,0,167.7,106.7,134.4,17229.5,"7"
2018-05-22,2018,"May",5,22,155.4,78.3,58.1,19.1,0,0,155.4,103,133.2,16897.5,"7"
2018-05-21,2018,"May",5,21,117.6,58.7,44.5,14.4,0,224.1,-106.5,108.2,134.4,16589.8,"7"
2018-05-20,2018,"May",5,20,149.4,74.8,56.1,18.5,0,0,149.4,164.6,160,16800.6,"7"
2018-05-19,2018,"May",5,19,167.4,84.6,62.1,20.8,0,0,167.4,168.1,162.5,16504.8,"7"
2018-05-18,2018,"May",5,18,149.3,74.7,56.1,18.5,0,0,149.3,162.1,164.8,16173.3,"7"
2018-05-17,2018,"May",5,17,181.3,90.9,67.9,22.5,0,0,181.3,163.3,168,15877.6,"7"
2018-05-16,2018,"May",5,16,175.4,87.5,66,21.9,0,0,175.4,160.6,167.5,15518.7,"7"
2018-05-15,2018,"May",5,15,167.1,84.3,62.1,20.8,0,0,167.1,155.4,166.1,15171.3,"7"
2018-05-14,2018,"May",5,14,149.7,74.4,56.2,19.1,0,12.4,137.3,157,164.3,14840.4,"7"
2018-05-13,2018,"May",5,13,155.6,77.7,58.3,19.6,0,0,155.6,167.6,164.9,14568.6,"7"
2018-05-12,2018,"May",5,12,167.5,84,62.2,21.4,0,0,167.5,172.7,160.6,14260.6,"7"
2018-05-11,2018,"May",5,11,149.5,74.2,56.2,19.1,0,0,149.5,174.3,151.5,13928.9,"7"
2018-05-10,2018,"May",5,10,175,87.1,66,21.9,0,0,175,176.7,148.4,13632.9,"7"
2018-05-09,2018,"May",5,9,190.4,93.6,72,24.8,0,0,190.4,171.6,143.2,13286.4,"7"
2018-05-08,2018,"May",5,8,181.2,90.2,68,23.1,0,0,181.2,162.2,139.2,12909.4,"7"
2018-05-07,2018,"May",5,7,175.5,86.9,66.1,22.5,0,0,175.5,148.5,133.3,12550.6,"7"
2018-05-06,2018,"May",5,6,161.5,80.5,60.3,20.8,0,0,161.5,128.7,127.6,12203,"7"
2018-05-05,2018,"May",5,5,149.2,74,56.2,19.1,0,0,149.2,120,126.3,11883.2,"7"
2018-05-04,2018,"May",5,4,143.5,70.7,54.3,18.5,0,0,143.5,114.9,124.4,11587.7,"7"
2018-05-03,2018,"May",5,3,117.5,57.9,44.6,15,0,4.6,112.9,116.1,124.4,11303.6,"7"
2018-05-02,2018,"May",5,2,97.8,48.2,36.9,12.7,0,21.6,76.3,118.1,127.2,11080.1,"7"
2018-05-01,2018,"May",5,1,118,57.7,44.7,15.6,0,0,118,126.4,131.9,10929,"7"
2018-04-30,2018,"Apr",4,30,123.7,60.9,46.6,16.2,0,0,123.7,132.7,130.5,10695.4,"7"
2018-04-29,2018,"Apr",4,29,149.7,73.7,56.4,19.6,0,0,149.7,134,127,10450.4,"7"
2018-04-28,2018,"Apr",4,28,135.8,67.3,50.6,17.9,0,13.1,122.7,132.6,125,10154,"7"
2018-04-27,2018,"Apr",4,27,118,57.7,44.7,15.6,0,0,118,136.3,124.5,9911.1,"7"
2018-04-26,2018,"Apr",4,26,149.5,73.5,56.4,19.6,0,0,149.5,137.4,125,9677.5,"7"
2018-04-25,2018,"Apr",4,25,129.9,63.9,48.7,17.3,0,0,129.9,128.3,123,9381.5,"7"
2018-04-24,2018,"Apr",4,24,143,70.2,54.3,18.5,0,0,143,120,121.2,9124.2,"7"
2018-04-23,2018,"Apr",4,23,143,70.2,54.3,18.5,0,1.8,141.2,117.4,117.3,8841.1,"7"
